id,許可證字號,動物用藥品名稱,英文名稱,業者名稱,有效期間,官方網址
205741,動物藥入字第05741號,默之爾雞新城病、傳染性支氣管炎活毒混合疫苗(LASOTA株-麻州型),"MBL LAS-MA",鎰泰興業有限公司,"至95年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05741
205742,動物藥入字第05742號,默之爾雞新城病、傳染性支氣管炎活毒混合疫苗(B1株-溫合麻州型＋康州型),"MBL B1-M48-CT",鎰泰興業有限公司,"至95年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05742
205743,動物藥入字第05743號,"免洗蚤23.1 MG","PROGRAM AD US. VET. LUFENURON 23.1 MG",台灣諾華股份有限公司,"至89年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05743
205744,動物藥入字第05744號,"免洗蚤67.8 MG","PROGRAM AD US. VET. LUFENURON 67.8 MG",台灣諾華股份有限公司,"至89年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05744
205745,動物藥入字第05745號,免洗蚤懸浮劑,"PROGRAM AD US. VET. LUFENURON 133 MG",台灣諾華股份有限公司,"至89年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05745
205746,動物藥入字第05746號,"免洗蚤204.9 MG","PROGRAM AD US. VET LUFENURON 204.9 MG",台灣諾華股份有限公司,"至89年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05746
205747,動物藥入字第05747號,復洛得10%口服液劑,"FLOROCOL 10% SOLUTION",先靈葆雅動物藥品股份有限公司,"至95年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05747
205748,動物藥入字第05748號,抑克,"ALCANDYL PREMIX",也威生化科技有限公司,至108年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05748
205749,動物藥入字第05749號,"免洗蚤409.8 MG","PROGRAM AD US. VET LUFENURON 409.8 MG",台灣諾華股份有限公司,"至89年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05749
205750,動物藥入字第05750號,”日生研”雞傳染性華氏囊病活毒疫苗,"NISSEIKEN IBD LIVE VACCINE",信超實業股份有限公司,至104年10月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05750
205751,動物藥入字第05751號,惠特豬假性狂犬病不活化疫苗,"AUJESZKY OIL-SUIVAX GI-",佑生開發股份有限公司,"至95年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05751
205752,動物藥入字第05752號,硝基喃妥因,NITROFURANTOIN(98-102%),勝達有限公司,"至92年11月29日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05752
205753,動物藥入字第05753號,蚤不到噴劑,"FRONTLINE SPRAY",台灣龍馬躍股份有限公司,至108年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05753
205754,動物藥入字第05754號,有泉豬萎縮性鼻炎不活化菌苗,"RESPIPORC ART+EP",有泉行有限公司,至108年06月10日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05754
205755,動物藥入字第05755號,溫賜茁-Ｖ,WINSTROL-V,法瑪西亞股份有限公司,"至93年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05755
205756,動物藥入字第05756號,百靈佳羥四環素注射液200,"BIVATOP 200",台灣百靈佳殷格翰股份有限公司,"至99年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05756
205757,動物藥入字第05757號,鈣強,"CALCIOVET S",珂昇實業有限公司,"至91年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05757
205758,動物藥入字第05758號,鐵強,FERROVET100,珂昇實業有限公司,"至89年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05758
205759,動物藥入字第05759號,凱立長效羥四環素20%,"OXY-KEL L.A. 20%",捷強實業股份有限公司,至108年11月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05759
205760,動物藥入字第05760號,凱立凱力靈-240,"KOMBITRIM 240",捷強實業股份有限公司,至108年09月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05760
205761,動物藥入字第05761號,”京都微研”豬萎縮性鼻炎不活化菌苗,"KYOTO BIKEN SWINE ATROPHIC RHINITIS COMPONENT VACCINE",建台貿易股份有限公司,"至97年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05761
205762,動物藥入字第05762號,”京都微研”豬放線桿菌不活化菌苗,"KYOTO BIKENPORCINE HAEMOPHILUS INFECTION VACCINE",建台貿易股份有限公司,"至97年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05762
205763,動物藥入字第05763號,”京都微研”雞新城病、傳染性支氣管炎混合活毒疫苗,"KYOTO BIKENNEWCASTLE DISEASE-INFECTIOUS BRONCHITIS VACCINE",建台貿易股份有限公司,至108年09月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05763
205764,動物藥入字第05764號,禽寧粉劑,TRIQUIN,先靈葆雅動物藥品股份有限公司,"至99年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05764
205765,動物藥入字第05765號,福德士犬瘟熱、傳染性肝炎、鉤端螺旋體活毒混合疫苗,"DURAMUNE DA2L",建盈股份有限公司,"至89年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05765
205766,動物藥入字第05766號,安帝洛一五０,"ANTIROBE CAPSULES 150 MG",法瑪西亞股份有限公司,"至89年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05766
205767,動物藥入字第05767號,安帝洛七五,"ANTIROBE CAPSULES 75 MG",法瑪西亞股份有限公司,"至89年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05767
205768,動物藥入字第05768號,雅碧雞新城病、傳染性支氣管炎活毒混合疫苗(B-1株+H-120株),"B-1 + H-120",季達藥品有限公司,"至95年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05768
205769,動物藥入字第05769號,雅碧雞腦脊髓炎活毒疫苗,"AVIAN ENCEPHALOMYELITIS (A.E.) VACCINE",季達藥品有限公司,"至95年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05769
205770,動物藥入字第05770號,復洛得二%口服液劑,"FLOROCOL 2% SOLUTION",世強化學製藥股份有限公司,"至95年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05770
205771,動物藥入字第05771號,杜化雞新城病活毒疫苗,"POULVAC NDW",輝瑞大藥廠股份有限公司,"至101年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05771
205772,動物藥入字第05772號,克強-八０,"QUERTON 210 BR-80",中國派斯德股份有限公司,"至89年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05772
205773,動物藥入字第05773號,原料級史黴素,"SPIRAMYCIN EMBONATE",法台化學股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05773
205774,動物藥入字第05774號,福德士犬小病毒活毒疫苗,"DURAMUNE PV",建盈股份有限公司,"至89年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05774
205775,動物藥入字第05775號,可肥敏四八○,"COFAMIX FBZ 480",台灣龍馬躍股份有限公司,"至103年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05775
205776,動物藥入字第05776號,龍飼金,LINESVALL,龍法羅股份有限公司,"至89年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05776
205777,動物藥入字第05777號,派斯德-雞痘活毒疫苗,BAL-POX,佑生開發股份有限公司,至108年11月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05777
205779,動物藥入字第05779號,新維他針,"POLIVIT AD3E INYECTABLE",珂昇實業有限公司,"至91年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05779
205780,動物藥入字第05780號,雅碧雞新城病活毒疫苗(B-1株),B1,季達藥品有限公司,"至95年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05780
205781,動物藥入字第05781號,雅碧雞新城病活毒疫苗(LASOTA株),LASOTA,季達藥品有限公司,至104年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05781
205782,動物藥入字第05782號,雅碧雞傳染性支氣管炎活毒疫苗,H-120,季達藥品有限公司,至104年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05782
205783,動物藥入字第05783號,蒙特鐵,FERROVALL,龍法羅股份有限公司,"至89年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05783
205784,動物藥入字第05784號,龍安產,OXIPART-VALL,龍法羅股份有限公司,"至89年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05784
205785,動物藥入字第05785號,畜寧仔豬口服液,"TRIBRISSEN PIGLET SUSPENSION",台灣愛適股份有限公司,"至93年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05785
205787,動物藥入字第05787號,輝瑞豬萎縮性鼻炎、豬丹毒、敗血性巴氏桿菌類毒素混合疫苗,"ATROBAC 3",輝瑞大藥廠股份有限公司,"至95年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05787
205788,動物藥入字第05788號,雅碧雞馬立克病活毒疫苗(液態氮),"MAREK H.V.T. FC-126 STRAIN CELL ASSOCIATED LIVE VIRUS",季達藥品有限公司,"至95年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05788
205789,動物藥入字第05789號,豬得力,PIGDEX-100,台灣惠氏股份有限公司,"至99年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05789
205790,動物藥入字第05790號,克喘散,DOXIVET-5,珂昇實業有限公司,"至91年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05790
205791,動物藥入字第05791號,蟲可滅注射劑,"DECTOMAX INJECTABLE SOLUTION",輝瑞大藥廠股份有限公司,"至99年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05791
205792,動物藥入字第05792號,祐平三水安莫西林,"AMOXICILLIN TRIHYDRATE",龍大有限公司,"至90年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05792
205793,動物藥入字第05793號,畜福注射劑,"ADVOCIN INJECTABLE SOLUTION",輝瑞大藥廠股份有限公司,"至94年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05793
205794,動物藥入字第05794號,絛避,BANTEL,納奇股份有限公司,"至96年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05794
205795,動物藥入字第05795號,蛔袪五００,"TROSCAN 500",維保股份有限公司,"至92年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05795
205796,動物藥入字第05796號,雅來洛克沙生,"3-NITRO 100 (ROXARSONE)",臺灣碩騰股份有限公司,至109年02月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05796
205797,動物藥入字第05797號,默之爾雞傳染性支氣管炎活毒疫苗(麻州型),"MBL M48",鎰泰興業有限公司,"至94年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05797
205798,動物藥入字第05798號,輝端犬瘟熱、腺病毒第二型、副流行性感冒、小病毒活毒、博德氏菌不活化混合疫苗,"VANGUARD 5/B",輝瑞大藥廠股份有限公司,"至100年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05798
205799,動物藥入字第05799號,動物用金鳥ETB乳劑,,來和貿易股份有限公司,至104年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05799
205800,動物藥入字第05800號,”華默爾”速得生,OXYTOLIN,東信化學藥品有限公司,"至90年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05800
205801,動物藥入字第05801號,抑克水懸液,"ALCANDYL ORAL SUSPENSION",也威生化科技有限公司,至109年03月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05801
205802,動物藥入字第05802號,益靈-強24%,"INOXYL PREMIX",也威生化科技有限公司,至109年04月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05802
205803,動物藥入字第05803號,益靈-強50%,"INOXYL CONCENTRAT 500",也威生化科技有限公司,"至104年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05803
205804,動物藥入字第05804號,舒露朗滴液,SUROLAN,台灣禮來股份有限公司,至106年11月29日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05804
205805,動物藥入字第05805號,百歐敏硫酸可利斯汀,"COLISTIN SULPHATE",百歐敏國際有限公司,"至94年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05805
205806,動物藥入字第05806號,水溶性濃縮靈補劑,"NEO-TERRAMIX-200 SOLUBLE POWDER",輝瑞大藥廠股份有限公司,"至94年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05806
205807,動物藥入字第05807號,金特別動情素針Ｉ,"OESTRADIOL BENZOATE",先靈葆雅動物藥品股份有限公司,"至100年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05807
205808,動物藥入字第05808號,吉樂帶-(小),"KILTIX COLLAR-S",台灣拜耳股份有限公司,至108年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05808
205809,動物藥入字第05809號,”格蘭德”豬萎縮性鼻炎、豬丹毒、敗血性巴氏桿菌不活化混合菌苗,"BORDE SHIELD - 4",卜蜂台灣股份有限公司,"至94年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05809
205810,動物藥入字第05810號,"”興人”六 黴素","NOSIHEPTIDE BULK (FEED GRADE)",裕元興業股份有限公司,"至94年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05810
205811,動物藥入字第05811號,雅碧雞馬立克病活毒疫苗(SB-1株),"MAREK VACCINE SB-1 STRAIN CELL ASSOCIATED LIVE VIRUS",季達藥品有限公司,"至96年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05811
205812,動物藥入字第05812號,先靈狂犬病不活化疫苗,RABDOMUN,台灣英特威動物藥品股份有限公司,"至100年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05812
205813,動物藥入字第05813號,美克菌,MIOCOL,佳力德實業有限公司,至109年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05813
205814,動物藥入字第05814號,蛔袪一００,"TROSCAN 100",維保股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05814
205815,動物藥入字第05815號,禽寧48%口服劑,"TRIBRISSEN ORAL SUSPENSION",先靈葆雅動物藥品股份有限公司,"至98年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05815
205816,動物藥入字第05816號,滅淨,OMNICIDE,台灣英特威動物藥品股份有限公司,至107年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05816
205817,動物藥入字第05817號,”費斯”馬杜拉黴素,"MADURAMICIN AMMONIUM 85%",偉淳企業股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05817
205818,動物藥入字第05818號,碩騰新犬小病毒活毒疫苗,"VANGUARD PLUS  CPV",臺灣碩騰股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05818
205819,動物藥入字第05819號,大滅赤痢素,"DIMETRIDAZOLE B.P. VET",勝達有限公司,"至92年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05819
205820,動物藥入字第05820號,碩騰犬瘟熱、腺病毒第二型、副流行性感冒、小病毒活毒混合疫苗,"VANGUARD PLUS 5",臺灣碩騰股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05820
101689,動物藥製字第01689號,疋羅卡品針劑,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01689
101690,動物藥製字第01690號,”南光”立改痛注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01690
101691,動物藥製字第01691號,南光使爾比林注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01691
101692,動物藥製字第01692號,”南光”立改痛注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01692
101693,動物藥製字第01693號,”南光”鏈黴素注射劑,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01693
101694,動物藥製字第01694號,”南光”補給得龍注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01694
101695,動物藥製字第01695號,”南光”使得明注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01695
101696,動物藥製字第01696號,”南光”鹽酸羥四環素注射液,,南光化學製藥股份有限公司,"至75年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01696
101697,動物藥製字第01697號,”南光”阿托羅品注射液,,南光化學製藥股份有限公司,"至75年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01697
101698,動物藥製字第01698號,”南光”安那加注射液,,南光化學製藥股份有限公司,"至75年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=1&k2=01698
205821,動物藥入字第05821號,安剋靈,"NUTRIVET TOTAL",珂昇實業有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05821
205822,動物藥入字第05822號,畜順注射劑,"ADVOCIN INJECTABLE SOLUTION",臺灣碩騰股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05822
205823,動物藥入字第05823號,龍馬躍三效貓瘟、疱疹病毒、卡里西病毒活毒混合疫苗,LEUCORIFELIN,台灣龍馬躍股份有限公司,至107年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05823
205824,動物藥入字第05824號,倍脈心一‧二五,"MILBEMYCIN A TABLETS 1.25",台灣諾華股份有限公司,"至92年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05824
205825,動物藥入字第05825號,”飛福”必可淨,"BKB 70%",偉淳企業股份有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05825
205827,動物藥入字第05827號,痢通,"PENIVET SUSPENSION",珂昇實業有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05827
205828,動物藥入字第05828號,倍脈心二‧五,"MILBEMYCIN A TABLET 2.5",台灣諾華股份有限公司,"至92年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05828
205829,動物藥入字第05829號,倍脈心五,"MILBEMYCIN A TABLETS 5",台灣諾華股份有限公司,"至92年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05829
205830,動物藥入字第05830號,禽必威雞傳染性喉頭氣管炎活毒疫苗〈弱毒〉,"FOWL LARYNGOTRACHEITIS VACCINE MODIFIED LIVE VIRUS",新加坡商英特威藥品股份有限公司台灣分公司,"至94年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05830
205831,動物藥入字第05831號,雅碧雞新城病、傳染性支氣管炎不活化混合疫苗,BRONCHIN,季達藥品有限公司,至104年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05831
205832,動物藥入字第05832號,”費斯”紅絲菌素硫氰酸鹽,"ERYTHROMYCIN THIOCYANATE 800 MCG/MG",偉淳企業股份有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05832
205833,動物藥入字第05833號,雅碧雞新城病不活化疫苗,NECTIV,季達藥品有限公司,至104年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05833
205834,動物藥入字第05834號,"生化乾燥新城雞瘟活毒疫苗(B1型,LASOTA株)",BIO-SOTA,皇輝貿易有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05834
205835,動物藥入字第05835號,安帝洛液,"ANTIROBE AQUADROPS",臺灣碩騰股份有限公司,至109年06月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05835
205836,動物藥入字第05836號,雅碧雞新城病、產卵下降症不活化混合疫苗,"E.D.S+N.D.V VACCINE",季達藥品有限公司,"至96年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05836
205837,動物藥入字第05837號,生化乾燥新城雞瘟活毒疫苗,"BIO-CAS B1",皇輝貿易有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05837
205838,動物藥入字第05838號,生化新城雞瘟、傳染性支氣管炎活毒混合疫苗,"BIO-CAS + BRON MM",皇輝貿易有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05838
205839,動物藥入字第05839號,普豬威豬黴漿菌肺炎不活化菌苗,"MYCOPLASMA HYOPNEUMONIAE BACTERIN",新加坡商英特威藥品股份有限公司台灣分公司,"至96年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05839
205840,動物藥入字第05840號,富道雞馬立克病活毒疫苗（301B/1+HVT株）,VVMD-VAC,臺灣碩騰股份有限公司,至107年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05840
205841,動物藥入字第05841號,益靈-強水溶散,"INOXYL SOLUBLE POWDER",也威生化科技有限公司,至104年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05841
205842,動物藥入字第05842號,禽必威雞馬立克病活毒疫苗(CVI988),"NOBILIS  RISMAVAC",台灣英特威動物藥品股份有限公司,至107年07月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05842
205843,動物藥入字第05843號,福德士牛傳染性鼻氣管炎、病毒性下痢、副流行性感冒混合不活化疫苗,"TRIANGLE 3",建盈股份有限公司,"至96年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05843
205844,動物藥入字第05844號,默之爾鴿痘疫苗,"ACTI/VAC PP",鎰泰興業有限公司,"至92年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05844
205845,動物藥入字第05845號,龍馬躍犬瘟熱、腺病毒第二型、犬小病毒、鉤端螺旋體及狂犬病混合疫苗,HEXADOG,台灣龍馬躍股份有限公司,"至94年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05845
205846,動物藥入字第05846號,富道犬萊姆病不活化菌苗,LYMEVAX,輝瑞大藥廠股份有限公司,"至102年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05846
205847,動物藥入字第05847號,”飛福”必可清,"FEF BKC 50%",偉淳企業股份有限公司,"至90年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05847
205848,動物藥入字第05848號,”費斯”泰黴素酒石酸鹽,"TYLOSIN TARTRATE 800 MCG/MG",偉淳企業股份有限公司,"至90年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05848
205849,動物藥入字第05849號,”費斯”泰黴素磷酸鹽,"TYLOSIN PHOSPHATE 800 MCG/MG",偉淳企業股份有限公司,"至90年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05849
205850,動物藥入字第05850號,生化雞傳染性支氣管炎活毒疫苗,"BIO-BRON MM",皇輝貿易有限公司,"至90年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05850
