藥品分類分組名稱,醫令申報數量
"5.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 5.00  %, 3.00 ML",35
"7.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 7.00  %, 1000.00 ML",5894
"7.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 7.00  %, 1500.00 ML",5102
"3.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 3.00  %,500.00 ML",4378
"4% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 4%, 1000.00ML",1234
"5.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 5.00  %,2000.00 ML",371
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,1000.00 ML",13028
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,1500.00 ML",10855
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,2000.",00
,0
"3.0% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR INFUSION , 注射劑 , 3.00  %,1540.00 ML",59
"2.2% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR PERIPHERAL INFUSION , 注射劑 , 2.20  %, 1920.00 ML",4
"3.0% AMINO ACIDS + GLYCEROL + ELECTROLYTE SOLUTIONS , 注射劑 , 3.00 %, 500.00ML&nbsp;",24537
"3.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",3
"3.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",4912
"5.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 5.00  %, 500.00 ML",63
"9.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 9.00  %, 20.00 ML",4
"1.5% AMINO ACIDS+SORBITOL+ELECTROLYTES SOLUTIONS , 注射劑 , 1.50  %, 500.00 ML",5272
"3.0% AMINO ACIDS+SORBITOL+ELECTROLYTES SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",66
"3.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",6
"3.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",29089
"12.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 12.00  %, 200.00 ML",2570611
"12.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 12.00  %, 500.00 ML",1
"3.0% AMINO ACIDS+XYLITOL+ELECTROLYTE SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",126
"3.0% AMINO ACIDS+XYLITOL+ELECTROLYTE SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",3338
"CALCIUM CHLORIDE , 注射劑 , 18.00 MG",1022
"CALCIUM CHLORIDE , 注射劑 , 1000.00 MG",18666
"CALCIUM CHLORIDE 0.33MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + SODIUM CHLORIDE8.6MG/ML, 注射劑, 500.00ML",706
"CALCIUM CHLORIDE  0.3822 MG/ML + MAGNESIUM CHLORIDE 0.2907MG/ML + SODIUMCHLORIDE 8.6028 MG /ML,注射劑, 3000.00ML",17120
"CHOLINE CHLORIDE 5MG/ML + INOSITOL 5MG/ML + NICOTINAMIDE 50MG/ML +PANTOTHENIC ACID 5MG/ML + SODIUM THIOSULFATE 0.5MG/ML + VITAMIN B1 100MG/ML +VITAMIN B2 2MG/ML + VITAMIN B6 5MG/ML, 注射劑, 1.00ML",40558
"CHOLINE CHLORIDE 5MG/ML + INOSITOL 5MG/ML + NICOTINAMIDE 50MG/ML +PANTOTHENIC ACID 5MG/ML + SODIUM THIOSULFATE 0.5MG/ML + VITAMIN B1 100MG/ML +VITAMIN B2 2MG/ML + VITAMIN B6 5MG/ML, 注射劑, 1.00ML",14
"DEXTROSE , 注射劑 , 50.00  MG/ML , 20.00 ML",151675
"DEXTROSE , 注射劑 , 50.00  MG/ML , 100.00 ML",7678
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 200-250ML",299524
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 251-500ML",2623649
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 501-1000ML",223031
"DEXTROSE , 注射劑 , 55.00  MG/ML , 500.00 ML",10
"DEXTROSE 100 MG/ML ± MULTIVITAMINES , 注射劑 , 100 ML",141
"DEXTROSE 100MG/ML ± MULTIVITAMINES , 注射劑 , 200-250 ML",78
"DEXTROSE 100 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500 ML",909621
"DEXTROSE 100 MG/ML ± MULTIVITAMINES , 注射劑 , 501-1000 ML",14719
"DEXTROSE , 注射劑 , 200.00  MG/ML , 20.00 ML",531156
"DEXTROSE 200 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500ML",4678
"DEXTROSE , 注射劑 , 500.00  MG/ML , 20.00 ML",2474748
"DEXTROSE 500 MG/ML ± MULTIVITAMINES , 注射劑 ,200-250ML",9
"DEXTROSE 500 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500 ML",22921
"DEXTROSE 40MG/ML + VITAMIN B1 10MG/ML, 注射劑, 2.00ML",33
"DEXTROSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 20.00ML",1199
"DEXTROSE 50MG/ML + VITAMIN B1 5MG/ML, 注射劑, 2.00ML",30
"DEXTROSE 100MG/ML + CALCIUM CHLORIDE 20MG/ML, 注射劑, 20.00ML",74912
"DEXTROSE 400MG/ML + VITAMIN B1 1MG/ML, 注射劑, 20.00ML",8
"DEXTROSE 400MG/ML + VITAMIN B1 5MG/ML, 注射劑, 20.00ML",11352
"VITAMIN B1 5MG/ML + DEXTROSE 200MG/ML, 注射劑, 2.00ML",342
"DEXTROSE 313MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",1532
"DEXTROSE 8MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",120522
"DEXTROSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 20.00ML",133
"DEXTROSE 200MG/ML ± MULTIVITAMINES, 注射劑, 20.00ML",53387
"DEXTROSE 25MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 20.00ML",1
"DEXTROSE 150MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 300.00ML",83
"DEXTROSE 200MG/ML + MULTIVITAMINES, 注射劑, 20.00ML",7555
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",20821
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 800.00ML",959
"DEXTROSE 313MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",32837
"DEXTROSE 50MG/ML + MULTIVITAMINES, 注射劑, 20.00ML",14296
"DEXTROSE 171MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 700.00ML",709623
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 700.00ML",3100015
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 1400.00ML",530
"DEXTROSE ≦100MG/ML + ELECTROLYTES, 注射劑, ≦250ML",79776
"DEXTROSE ≦ 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",4455180
"DEXTROSE ≦ 50MG/ML+ SODIUM CHLORIDE <3.0MG/ML, 注射劑, 251-500 ML",325552
"DEXTROSE≦ 50MG/ML + SODIUM CHLORIDE <3.0 MG/ML, 注射劑, 501-1000 ML",335937
"DEXTROSE≦ 50MG/ML+ SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, ≦250ML",26274
"DEXTROSE≦  50MG/ML  + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",4101065
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 501-1000 ML",87022
"DEXTROSE≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,  ≦ 250ML",328
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 251-500 ML",2690711
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 501-1000 ML",334185
"DEXTRAN (=DEXTRANS) , 注射劑 , 100.00  MG/ML , 500.00 ML",23160
"DEXTRAN (=DEXTRANS) 100.00 MG/ML +DEXTROSE 50.00MG/ML，注射劑 ，500.00 ML",27213
"ELECTROLYTES , 注射劑, 10ML",36897
"FAT EMULSIONS , 注射劑 , 10.00 GM",1701
"FAT EMULSIONS , 注射劑 , 20.00 GM",54994
"FAT EMULSIONS , 注射劑 , 25.00 GM",6047
"FAT EMULSIONS , 注射劑 , 50.00 GM",27593
"FAT EMULSIONS MCT/LCT , 注射劑 , 10.00 GM",14944
"FAT EMULSIONS MCT/LCT , 注射劑 , 20.00 GM",96085
"FAT EMULSIONS MCT/LCT , 注射劑 , 25.00 GM",32707
"FAT EMULSIONS MCT/LCT , 注射劑 , 50.00 GM",156914
"FLAVINEADENINE 0.05MG/ML + VITAMIN B6 0.5MG/ML, 注射劑, 20.00ML",182
"FLAVINEADENINE 5MG/ML + VITAMIN B6 10MG/ML, 注射劑, 2.00ML",195
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 20.00 ML",721
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 250.00 ML",187
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 500.00 ML",77318
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 1000.00 ML",5
"FRUCTOSE , 注射劑 , 100.00  MG/ML , 500.00 ML",3
"GELATIN , 注射劑 , 30.00  MG/ML , 500.00 ML",1
"GLYCEROL-1-DIHYDROGEN PHOSPHATE DISODIUM 5H2O, 注射劑, 500.00ML",5708
"GLYCEROL 100MG/ML + DEXTROSE 275MG/ML, 注射劑, 250.00ML",26747
"GLYCEROL 100MG/ML + DEXTROSE 275MG/ML, 注射劑, 500.00ML",18
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,200.00ML",3763
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,250.00ML",50809
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,300.00ML",89613
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE  9MG/ML, 注射劑,500.00ML",129683
"HAEMACCEL , 注射劑 , 6.30  MG/ML , 500.00 ML",10163
"HEMODIALYTICS SOLUTIONS, 透析用製劑, 3800.00ML",1
"HYDROXYETHYL STARCH 70/0.5-450/0.7, 注射劑, 6%, 500.00ML",28404
"HYDROXYETHYL STARCH 70/0.5-450/0.7, 注射劑, 10%, 500.00ML",124259
"ISOSORBIDE , 口服液劑 , 700.00  MG/ML , 1.00 ML",1146409
"LYSINE L- HCL 20MG/ML+RIBOFLAVIN (=VIT B2) 0.1MG/ML+PYRIDOXINE HCL0.1MG/ML+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 1MG/ML+METHIONINEDL- 10MG/ML+HISTIDINE L- HCL (= HISTIDINE L- CHLORIDE) 4MG/ML 注射劑 , 20.00 MG/ML",369
"MALTOSE , 注射劑 , 100.00  MG/ML , 500.00 ML",8407
"MALTOSE 25MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",94
"MALTOSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",15831
"MANGANESE SULFATE , 注射劑 , 2.00 GM",345755
"MANNITOL 150MG/ML + FRUCTOSE 100MG/ML, 注射劑, 500.00ML",23
"MANNITOL 50MG/ML + DEXTROSE 50MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUMCHLORIDE 2.5MG/ML, 注射劑, 500.00ML",140
"MANNITOL , 注射劑 , 200.00  MG/ML , 20.00 ML",80
"MANNITOL , 注射劑 , 200.00  MG/ML , 100.00 ML",69704
"MANNITOL , 注射劑 , 200.00  MG/ML , 300.00 ML",230157
"MANNITOL , 注射劑 , 200.00  MG/ML , 500.00 ML",24534
"MANNITOL 150MG/ML+DEXTRAN 70 30MG/ML , 注射劑 , 500.00 ML",797
"OXYPOLYGELATIN , 注射劑 , 55.00  MG/ML , 500.00 ML",594
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1.00ML",28
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1000.00ML",10585
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1500.00ML",821895
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 2000.00ML",2479812
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 2500.00ML",491085
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 5000.00ML",321096
"PERITONEAL DIALYTICS SOLUTIONS(Icodextrin), 透析用製劑, 2000.00ML",316
"POLYMERSATE OF DEGRADED SUCCINYLATED GELATIN , 注射劑 , 3.00  MG/ML , 500.00 ML",7573
"POTASSIUM CHLORIDE 750MG + RIBOFLAVIN 0-1.5MG, 注射劑",1406929
"POTASSIUM CHLORIDE 1500MG + RIBOFLAVIN 0-3MG , 注射劑",1712660
"POTASSIUM CHLORIDE 3000MG + RIBOFLAVIN 0-6MG, 注射劑",709713
"POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHA , 注射劑 , 4.48 GM",15682
"Serum proteins，注射劑，2.5GM",3947
"SODIUM ACETATE , 注射劑 , 3.28 GM",6
"SODIUM ACETATE , 注射劑 , 6.56 GM",2139
"SODIUM CHLORIDE 1.17MG/ML + POTASSIUM CHLORIDE 1.5MG/ML + SODIUM LACTATE2.24MG/ML, 注射劑, 500.00ML",79
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 20.00ML",303
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 250.00ML",34737
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 500.00ML",601958
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 1000.00ML",1022
"SODIUM CHLORIDE 3MG/ML + POTASSIUM CHLORIDE 0.15MG/ML + CALCIUM CHLORIDE0.1MG/ML + SODIUM LACTATE 1.55MG/ML, 注射劑, 1000.00ML",3
"SODIUM CHLORIDE 6.43MG/ML + POTASSIUM CHLORIDE 1.19MG/ML + CALCIUM CHLORIDE0.18MG/ML + MANGANESE 3.25MG/ML, 體腔用灌洗劑, 1000.00ML",4972
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 20.00ML",335
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 250.00ML",6
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 500.00ML",1283899
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 1000.00ML",154753
"SODIUM BICARBONATE , 注射劑 , 1.40 GM",1433801
"SODIUM BICARBONATE , 注射劑 , 17.50 GM",26822
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 20.00 ML",791313
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 250.00 ML",359
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 500.00 ML",1488315
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 1000.00 ML",98
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 2760.00 ML",17441
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 500.00 ML",20254
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 1000.00 ML",29783
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 2000.00 ML",52355
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 3000.00 ML",2750
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 100.00 ML",85513
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 250.00 ML",845547
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 500.00 ML",14006952
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 1000.00 ML",864195
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 2000.00 ML",6
"SODIUM CHLORIDE , 注射劑 , 30.00  MG/ML , 500.00 ML",87090
"SODIUM CHLORIDE , 注射劑 , 30.00  MG/ML , 1000.00 ML",16
"SORBITOL (=KARION) , 注射劑 , 50.00  MG/ML , 500.00 ML",361
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 20.00ML",4
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 250.00ML",13
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",245548
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 1000.00ML",5
"SUCCINYLATED GELATIN , 注射劑 , 40.00  MG/ML , 500.00 ML",64
"VITAMIN A 1.5MG/ML + VITAMIN B1 5MG/ML + VITAMIN B2 1MG/ML + VITAMIN B61.5MG/ML + NICOTINAMIDE 10MG/ML + VITAMIN C 30MG/ML + VITAMIN D2 12.5MCG/ML +VITAMIN E 1MG/ML + PANTOTHENIC ACID 1.5MG/ML, 注射劑, 2.00ML",7
"VITAMIN A 3300IU + VITAMIN B1 3.0-4.0MG + VITAMIN B2 3.0-5.0MG + VITAMIN B6 4.0-5.0MG+ VITAMIN B12 0.005MG + VITAMIN C 100MG + VITAMIN D 200IU + VITAMIN E 10MG +NICOTINAMIDE 40MG + FOLIC ACID 0.4MG + PANTHENOL 14-15MG + BIOTIN 0.06MG +VITAMIN K 0-",67122
"XYLITOL , 注射劑 , 50.00  MG/ML , 20.00 ML",2912
"XYLITOL , 注射劑 , 50.00  MG/ML , 500.00 ML",3380
"XYLITOL , 注射劑 , 50.00  MG/ML , 1000.00 ML",5
"XYLITOL , 注射劑 , 100.00  MG/ML , 20.00 ML",606
"BROMELAIN , 一般錠劑膠囊劑 , 50.00 MG",1176915
"BROMELAIN , 一般錠劑膠囊劑 , 100.00 MG",1217405
"BROMELAIN 20KIU + TRYPSIN 2.5KIU, 一般錠劑膠囊劑,",25216
"BROMELAIN 50MG + CALCIUM CARBONATE 64MG, 一般錠劑膠囊劑,",10575
"BROMELAIN 20KIU + CYSTEINE 20MG, 一般錠劑膠囊劑,",3677210
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 5.00 MG",116001
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 20.00 MG",24
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 40.00 MG",195071
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 50.00 MG",8721
"CHYMOTRYPSIN , 注射劑 , 5.00 MG",493
"CHYMOTRYPSIN 3MG + TRYPSIN 10MG, 一般錠劑膠囊劑,",8647
"SEAPROSE S , 一般錠劑膠囊劑 , 5.00 MG",63623
"SEAPROSE S , 一般錠劑膠囊劑 , 10.00 MG",161469
"SEAPROSE S , 一般錠劑膠囊劑 , 15.00 MG",887080
"SERRAPEPTASE , 一般錠劑膠囊劑 , 5.00 MG",19034273
"SERRAPEPTASE , 一般錠劑膠囊劑 , 10.00 MG",9446906
"STREPTODORNASE 2.5MG + STREPTOKINASE 10MG, 一般錠劑膠囊劑,",4576746
"ADENOSINE , 注射劑 , 6.00 MG",23719
"ALPROSTADIL (=PGE1) , 注射劑 , 20.00 MCG",186182
"ALPROSTADIL (=PGE1) , 注射劑 , 500.00 MCG",2551
"AMIODARONE , 一般錠劑膠囊劑 , 100.00 MG",62
"AMIODARONE , 一般錠劑膠囊劑 , 200.00 MG",6422579
"AMIODARONE , 注射劑 , 150.00 MG",185920
"DIGOXIN , 一般錠劑膠囊劑 , 250.00 MCG",12496945
"DIGOXIN , 內服液劑 , 0.05  MG/ML , 1.00 ML",454499
"DIGOXIN , 注射劑 , 250.00 MCG",59526
"DIGOXIN , 注射劑 , 500.00 MCG",13504
"DISOPYRAMIDE , 一般錠劑膠囊劑 , 100.00 MG",248494
"DOBUTAMINE , 注射劑 , 250.00 MG",232087
"DOPAMINE , 注射劑 , 50.00 MG",4
"DOPAMINE , 注射劑 , 100.00 MG",279
"DOPAMINE , 注射劑 , 200.00 MG",1239733
"DOPAMINE 0.8MG/ML + DEXTROSE 50MG/ML, 注射劑, 500.00ML",344
"DOPAMINE 0.8MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",772
"DOPAMINE 1.6MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",93592
"DOPAMINE 3MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 200.00ML",25848
"DOPAMINE 3.2MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",1257
"EPINEPHRINE , 注射劑 , 1.00 MG",1163194
"ETILEFRIN , 一般錠劑膠囊劑 , 5.00 MG",884925
"FLECAINIDE , 一般錠劑膠囊劑 , 100.00 MG",23227
"HEXOBENDINE , 一般錠劑膠囊劑 , 30.00 MG",2010294
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 20.00 MG",30437359
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 40.00 MG",1249886
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 40.00 MG",2312627
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 60.00 MG",15159004
"ISOPROTERENOL , 注射劑 , 200.00 MCG",33892
"ISOSORBIDE DINITRATE , 一般錠劑膠囊劑 , 5.00 MG",130124
"ISOSORBIDE DINITRATE , 一般錠劑膠囊劑 , 10.00 MG",38746243
"ISOSORBIDE DINITRATE , 注射劑 , 10.00 MG",126628
"LIDOCAINE , 注射劑 , 100.00 MG",199604
"LIDOCAINE , 注射劑 , 1000.00 MG",375
"LIDOCAINE 4MG/ML + DEXTROSE 50MG/ML, 注射劑, 250.00ML",1
"METARAMINOL , 注射劑 , 10.00 MG",607
"METARAMINOL , 注射劑 , 100.00 MG",41
"METHYLDIGOXIN , 一般錠劑膠囊劑 , 100.00 MCG",694540
"MEXILETINE , 一般錠劑膠囊劑 , 100.00 MG",6074618
"MIDODRINE , 一般錠劑膠囊劑 , 2.50 MG",639065
"MILRINONE , 注射劑 , 10.00 MG",16566
"NICORANDIL , 一般錠劑膠囊劑 , 2.50 MG",3136
"NICORANDIL , 一般錠劑膠囊劑 , 5.00 MG",21331989
"NITROGLYCERIN , 口腔噴霧劑 , 233.00 , DOSE",255
"NITROGLYCERIN , 一般錠劑膠囊劑 , 400.00 MCG",49547
"NITROGLYCERIN , 一般錠劑膠囊劑 , 600.00 MCG",10714893
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 2.60 MG",854648
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 6.40 MG",1447
"NITROGLYCERIN , 注射劑 , 25.00 MG",16665
"NITROGLYCERIN , 注射劑 , 50.00 MG",76511
"NITROGLYCERIN , 外用貼片 , 18.00 MG",23204
"NITROGLYCERIN , 局部貼片 , 25.00 MG",181816
"NITROGLYCERIN , 口鼻噴霧/吸入劑 , 233.00 , DOSE",5137
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 10.00ML",87143
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 100.00ML",25876
"NOREPINEPHRINE , 注射劑 , 4.00MG",230754
"OUABAIN , 注射劑 , 75.00 MCG",53
"PENTAERYTHRITOL TETRANITRATE (=PENTHROL) , 一般錠劑膠囊劑 , 10.00 MG",2473
"PHENYLEPHRINE , 注射劑 , 1.00 MG",5428
"PROCAINAMIDE , 一般錠劑膠囊劑 , 250.00 MG",432722
"PROCAINAMIDE , 注射劑 , 1000.00 MG",10
"PROPAFENONE , 一般錠劑膠囊劑 , 150.00 MG",6556669
"PROPAFENONE , 一般錠劑膠囊劑 , 300.00 MG",104520
"QUINIDINE , 一般錠劑膠囊劑 , 200.00 MG",729410
"SPARTEINE , 注射劑 , 100.00 MG",7537
"UBIDECARENONE , 一般錠劑膠囊劑 , 10.00 MG",3322624
"BUNAZOSIN , 緩釋錠劑膠囊劑 , 3.00 MG",144193
"CLONIDINE , 一般錠劑膠囊劑 , 75.00 MCG",1741075
"CLONIDINE , 一般錠劑膠囊劑 , 150.00 MCG",245072
"CLONIDINE , 注射劑 , 150.00 MCG",567
"DOXAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",6374581
"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",25630860
"DOXAZOSIN , 一般錠劑膠囊劑 , 4.00 MG",581216
"DOXAZOSIN , 緩釋錠劑膠囊劑 , 4.00 MG",6409140
"GUANETHIDINE , 一般錠劑膠囊劑 , 10.00 MG",6386
"HYDRALAZINE , 一般錠劑膠囊劑 , 10.00 MG",3920562
"HYDRALAZINE , 一般錠劑膠囊劑 , 25.00 MG",1784233
"HYDRALAZINE , 一般錠劑膠囊劑 , 50.00 MG",2036182
"HYDRALAZINE , 注射劑 , 10.00 MG",1359
"HYDRALAZINE , 注射劑 , 20.00 MG",18579
"METHYLDOPA , 一般錠劑膠囊劑 , 250.00 MG",1825673
"MINOXIDIL , 一般錠劑膠囊劑 , 2.50 MG",19
"MINOXIDIL , 一般錠劑膠囊劑 , 10.00 MG",343016
"NITROPRUSSIDE , 注射劑 , 50.00 MG",12187
"PRAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",1482567
"PRAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",302983
"PRAZOSIN , 一般錠劑膠囊劑 , 5.00 MG",28
"RESERPINE 100MCG + BENZYLHYDROCHLOROTHIAZIDE 4MG, 一般錠劑膠囊劑",1110431
"RESERPINE 100MCG + FUROSEMIDE 15MG, 一般錠劑膠囊劑",625
"RESERPINE 100MCG + HYDROCHLOROTHIAZIDE 10MG, 一般錠劑膠囊劑",5203
"RESERPINE 125MCG + HYDROCHLOROTHIAZIDE 25MG, 一般錠劑膠囊劑",5532
"RESERPINE 100MCG + CLOPAMIDE 5MG + DIHYDROERGOCRISTINE 0.5MG, 一般錠劑膠囊劑",847623
"RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG, 一般錠劑膠囊劑",16230518
"RESERPINE 100MCG + HYDRALAZINE 25MG + HYDROCHLOROTHIAZIDE 15MG, 一般錠劑膠囊劑",218059
"RESERPINE , 一般錠劑膠囊劑 , 250.00 MCG",32545
