藥品分類分組名稱,醫令申報數量
"DEXTROSE , 注射劑 , 50.00  MG/ML , 100.00 ML",8056
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 200-250ML",348227
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 251-500ML",1919142
"DEXTROSE 50MG/ML ± MULTIVITAMINES, 注射劑, 501-1000ML",204387
"DEXTROSE 100 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500 ML",705099
"DEXTROSE 100 MG/ML ± MULTIVITAMINES , 注射劑 , 501-1000 ML",11152
"DEXTROSE , 注射劑 , 200.00  MG/ML , 20.00 ML",157876
"DEXTROSE 200 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500ML",3405
"DEXTROSE , 注射劑 , 500.00  MG/ML , 20.00 ML",2279420
"DEXTROSE 500 MG/ML ± MULTIVITAMINES , 注射劑 ,200-250ML",12
"DEXTROSE 500 MG/ML ± MULTIVITAMINES , 注射劑 , 251-500 ML",28467
"DEXTROSE 40MG/ML + VITAMIN B1 10MG/ML, 注射劑, 2.00ML",2
"DEXTROSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 20.00ML",5699
"DEXTROSE 100MG/ML + CALCIUM CHLORIDE 20MG/ML, 注射劑, 20.00ML",69328
"DEXTROSE 400MG/ML + VITAMIN B1 1MG/ML, 注射劑, 20.00ML",2
"DEXTROSE 400MG/ML + VITAMIN B1 5MG/ML, 注射劑, 20.00ML",5592
"VITAMIN B1 5MG/ML + DEXTROSE 200MG/ML, 注射劑, 2.00ML",221
"DEXTROSE 313MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",347
"DEXTROSE 8MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",170160
"DEXTROSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 20.00ML",10
"DEXTROSE 200MG/ML ± MULTIVITAMINES, 注射劑, 20.00ML",17546
"DEXTROSE 150MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 300.00ML",178
"DEXTROSE 200MG/ML + MULTIVITAMINES, 注射劑, 20.00ML",17498
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",20102
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 800.00ML",671
"DEXTROSE 313MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 400.00ML",20892
"DEXTROSE 50MG/ML + MULTIVITAMINES, 注射劑, 20.00ML",2767
"DEXTROSE 171MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 700.00ML",1454153
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 700.00ML",892027
"DEXTROSE 250MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 1400.00ML",238
"DEXTROSE ≦100MG/ML + ELECTROLYTES, 注射劑, ≦250ML",82163
"DEXTROSE ≦ 100MG/ML + ELECTROLYTES, 注射劑, 251-500 ML",4639639
"DEXTROSE ≦ 50MG/ML+ SODIUM CHLORIDE <3.0MG/ML, 注射劑, 251-500 ML",393237
"DEXTROSE≦ 50MG/ML + SODIUM CHLORIDE <3.0 MG/ML, 注射劑, 501-1000 ML",296453
"DEXTROSE≦ 50MG/ML+ SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, ≦250ML",20395
"DEXTROSE≦  50MG/ML  + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 251-500 ML",3406527
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 3.0-4.5MG/ML, 注射劑, 501-1000 ML",68986
"DEXTROSE≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,  ≦ 250ML",31
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 251-500 ML",2480860
"DEXTROSE ≦ 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑, 501-1000 ML",326447
"DEXTRAN (=DEXTRANS) , 注射劑 , 100.00  MG/ML , 500.00 ML",3933
"DEXTRAN (=DEXTRANS) 100.00 MG/ML +DEXTROSE 50.00MG/ML，注射劑 ，500.00 ML",41215
"ELECTROLYTES , 注射劑, 10ML",37964
"FAT EMULSIONS , 注射劑 , 10.00 GM",1
"FAT EMULSIONS , 注射劑 , 20.00 GM",21037
"FAT EMULSIONS , 注射劑 , 25.00 GM",9090
"FAT EMULSIONS , 注射劑 , 50.00 GM",11182
"FAT EMULSIONS MCT/LCT , 注射劑 , 10.00 GM",11173
"FAT EMULSIONS MCT/LCT , 注射劑 , 20.00 GM",103918
"FAT EMULSIONS MCT/LCT , 注射劑 , 25.00 GM",37909
"FAT EMULSIONS MCT/LCT , 注射劑 , 50.00 GM",146177
"FLAVINEADENINE 5MG/ML + VITAMIN B6 10MG/ML, 注射劑, 2.00ML",3
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 20.00 ML",16
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 500.00 ML",42804
"FRUCTOSE , 注射劑 , 50.00  MG/ML , 1000.00 ML",3
"GLYCEROL 100MG/ML + DEXTROSE 275MG/ML, 注射劑, 250.00ML",13920
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,200.00ML",1
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,250.00ML",83152
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE 9MG/ML, 注射劑,300.00ML",67539
"GLYCEROL 100MG/ML + FRUCTOSE 50MG/ML + SODIUM CHLORIDE  9MG/ML, 注射劑,500.00ML",81507
"HEMODIALYTICS SOLUTIONS, 透析用製劑, 3800.00ML",8
"HYDROXYETHYL STARCH 70/0.5-450/0.7, 注射劑, 6%, 500.00ML",34705
"HYDROXYETHYL STARCH 70/0.5-450/0.7, 注射劑, 10%, 500.00ML",141386
"HYDROXYETHYL STARCH 130/0.4, 注射劑, 6%, 500.00ML",28277
"ISOSORBIDE , 口服液劑 , 700.00  MG/ML , 1.00 ML",1024175
"LYSINE L- HCL 20MG/ML+RIBOFLAVIN (=VIT B2) 0.1MG/ML+PYRIDOXINE HCL0.1MG/ML+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 1MG/ML+METHIONINEDL- 10MG/ML+HISTIDINE L- HCL (= HISTIDINE L- CHLORIDE) 4MG/ML 注射劑 , 20.00 MG/ML",518
"MALTOSE , 注射劑 , 100.00  MG/ML , 500.00 ML",3268
"MALTOSE 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",11306
"MANGANESE SULFATE , 注射劑 , 2.00 GM",433619
"MANGANESE SULFATE , 注射劑 , 20.00 GM",2160
"MANNITOL 150MG/ML + FRUCTOSE 100MG/ML, 注射劑, 500.00ML",14
"MANNITOL , 注射劑 , 200.00  MG/ML , 20.00 ML",40
"MANNITOL , 注射劑 , 200.00  MG/ML , 100.00 ML",60712
"MANNITOL , 注射劑 , 200.00  MG/ML , 300.00 ML",249623
"MANNITOL , 注射劑 , 200.00  MG/ML , 500.00 ML",15560
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1.00ML",3
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1000.00ML",383
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 1500.00ML",1196932
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 2000.00ML",2934954
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 2500.00ML",632775
"PERITONEAL DIALYTICS SOLUTIONS, 透析用製劑, 5000.00ML",474625
"PERITONEAL DIALYTICS SOLUTIONS(Icodextrin), 透析用製劑, 2000.00ML",514227
"GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L, 透析用製劑, 2000.00ML",19702
"POLYMERSATE OF DEGRADED SUCCINYLATED GELATIN , 注射劑 , 3.00  MG/ML , 500.00 ML",162
"POTASSIUM CHLORIDE 750MG + RIBOFLAVIN 0-1.5MG, 注射劑",1359718
"POTASSIUM CHLORIDE 1500MG + RIBOFLAVIN 0-3MG , 注射劑",1933168
"POTASSIUM CHLORIDE 3000MG + RIBOFLAVIN 0-6MG, 注射劑",530173
"POTASSIUM PHOSPHATE MONOBASIC(=POTASSIUM BIPHOSPHA , 注射劑 , 4.48 GM",13845
"Serum proteins，注射劑，2.5GM",9825
"SODIUM ACETATE , 注射劑 , 3.28 GM",11
"SODIUM ACETATE , 注射劑 , 6.56 GM",1382
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 20.00ML",15
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 250.00ML",16798
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 500.00ML",376277
"SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.33MG/ML, 注射劑, 1000.00ML",768
"SODIUM CHLORIDE 6.43MG/ML + POTASSIUM CHLORIDE 1.19MG/ML + CALCIUM CHLORIDE0.18MG/ML + MANGANESE 3.25MG/ML, 體腔用灌洗劑, 1000.00ML",5576
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 250.00ML",38
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 500.00ML",973471
"SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE0.2MG/ML + SODIUM LACTATE 3.1MG/ML, 注射劑, 1000.00ML",149980
"SODIUM BICARBONATE , 注射劑 , 1.40 GM",1443521
"SODIUM BICARBONATE , 注射劑 , 17.50 GM",83086
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 20.00 ML",865888
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 250.00 ML",220
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 500.00 ML",1299728
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 1000.00 ML",299
"SODIUM CHLORIDE , 注射劑 , 4.50  MG/ML , 2760.00 ML",65717
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 500.00 ML",29676
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 1000.00 ML",46262
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 2000.00 ML",70248
"SODIUM CHLORIDE , 外用液劑 , 9.00  MG/ML , 3000.00 ML",3867
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 100.00 ML",180883
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 250.00 ML",1267918
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 500.00 ML",15185098
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 1000.00 ML",1001113
"SODIUM CHLORIDE , 注射劑 , 9.00  MG/ML , 2000.00 ML",4
"SODIUM CHLORIDE , 注射劑 , 30.00  MG/ML , 500.00 ML",81117
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 250.00ML",2
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 500.00ML",187192
"SORBITOL 50MG/ML + ELECTROLYTE SOLUTIONS, 注射劑, 1000.00ML",6
"SUCCINYLATED GELATIN , 注射劑 , 40.00  MG/ML , 500.00 ML",73346
"VITAMIN A 3300IU + VITAMIN B1 3.0-4.0MG + VITAMIN B2 3.0-5.0MG + VITAMIN B6 4.0-5.0MG+ VITAMIN B12 0.005MG + VITAMIN C 100MG + VITAMIN D 200IU + VITAMIN E 10MG +NICOTINAMIDE 40MG + FOLIC ACID 0.4MG + PANTHENOL 14-15MG + BIOTIN 0.06MG +VITAMIN K 0-",64224
"XYLITOL , 注射劑 , 50.00  MG/ML , 20.00 ML",2139
"XYLITOL , 注射劑 , 50.00  MG/ML , 500.00 ML",322
"XYLITOL , 注射劑 , 50.00  MG/ML , 1000.00 ML",3
"XYLITOL , 注射劑 , 100.00  MG/ML , 20.00 ML",75
"BROMELAIN , 一般錠劑膠囊劑 , 50.00 MG",1007676
"BROMELAIN , 一般錠劑膠囊劑 , 100.00 MG",888015
"BROMELAIN 50MG + CALCIUM CARBONATE 64MG, 一般錠劑膠囊劑,",55373
"BROMELAIN 20KIU + CYSTEINE 20MG, 一般錠劑膠囊劑,",3030184
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 5.00 MG",206580
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 40.00 MG",79240
"CHYMOTRYPSIN , 注射劑 , 5.00 MG",212
"SEAPROSE S , 一般錠劑膠囊劑 , 5.00 MG",53315
"SEAPROSE S , 一般錠劑膠囊劑 , 10.00 MG",203428
"SEAPROSE S , 一般錠劑膠囊劑 , 15.00 MG",596907
"SERRAPEPTASE , 一般錠劑膠囊劑 , 5.00 MG",18138597
"SERRAPEPTASE , 一般錠劑膠囊劑 , 10.00 MG",9943876
"STREPTODORNASE 2.5MG + STREPTOKINASE 10MG, 一般錠劑膠囊劑,",3000912
"ADENOSINE , 注射劑 , 6.00 MG",28218
"ALPROSTADIL (=PGE1) , 注射劑 , 20.00 MCG",162524
"ALPROSTADIL (=PGE1) , 注射劑 , 500.00 MCG",2825
"AMIODARONE , 一般錠劑膠囊劑 , 200.00 MG",8595884
"AMIODARONE , 注射劑 , 150.00 MG",234831
"DIGOXIN , 一般錠劑膠囊劑 , 250.00 MCG",12082177
"DIGOXIN , 口服液劑 , 0.05  MG/ML , 60.00 ML",15873
"DIGOXIN , 注射劑 , 250.00 MCG",9756
"DIGOXIN , 注射劑 , 500.00 MCG",36805
"DISOPYRAMIDE , 一般錠劑膠囊劑 , 100.00 MG",202182
"DOBUTAMINE , 注射劑 , 250.00 MG",190436
"DOPAMINE , 注射劑 , 200.00 MG",1075845
"DOPAMINE , 注射劑 , 600.00 MG",2222
"DOPAMINE 0.8MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",8
"DOPAMINE 1.6MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",106581
"DOPAMINE 3MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 200.00ML",31402
"DOPAMINE 3.2MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",1691
"EPINEPHRINE , 注射劑 , 1.00 MG",1159794
"ETILEFRIN , 一般錠劑膠囊劑 , 5.00 MG",55906
"FLECAINIDE , 一般錠劑膠囊劑 , 100.00 MG",109215
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 20.00 MG",38720597
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 40.00 MG",41344
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 40.00 MG",4726977
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 60.00 MG",16825341
"ISOPROTERENOL , 注射劑 , 200.00 MCG",29384
"ISOSORBIDE DINITRATE , 一般錠劑膠囊劑 , 10.00 MG",33167761
"ISOSORBIDE DINITRATE , 注射劑 , 10.00 MG",126598
"LIDOCAINE , 注射劑 , 100.00 MG",143943
"LIDOCAINE 4MG/ML + DEXTROSE 50MG/ML, 注射劑, 250.00ML",391
"METHYLDIGOXIN , 一般錠劑膠囊劑 , 100.00 MCG",19681
"MEXILETINE , 一般錠劑膠囊劑 , 100.00 MG",6731086
"MIDODRINE , 一般錠劑膠囊劑 , 2.50 MG",1428855
"MILRINONE , 注射劑 , 10.00 MG",17805
"NICORANDIL , 一般錠劑膠囊劑 , 2.50 MG",5566
"NICORANDIL , 一般錠劑膠囊劑 , 5.00 MG",26240070
"NITROGLYCERIN , 一般錠劑膠囊劑 , 600.00 MCG",11151056
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 2.60 MG",574911
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 6.40 MG",205
"NITROGLYCERIN , 注射劑 , 50.00 MG",86292
"NITROGLYCERIN , 外用貼片 , 18.00 MG",1
"NITROGLYCERIN , 局部貼片 , 25.00 MG",192720
"NITROGLYCERIN , 口鼻噴霧/吸入劑 , 233.00 , DOSE",1716
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 10.00ML",115054
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 100.00ML",34189
"NOREPINEPHRINE , 注射劑 , 4.00MG",400334
"OUABAIN , 注射劑 , 75.00 MCG",15
"PHENYLEPHRINE , 注射劑 , 1.00 MG",16
"PROCAINAMIDE , 一般錠劑膠囊劑 , 250.00 MG",30270
"PROPAFENONE , 一般錠劑膠囊劑 , 150.00 MG",8059896
"PROPAFENONE , 一般錠劑膠囊劑 , 300.00 MG",120184
"QUINIDINE , 一般錠劑膠囊劑 , 200.00 MG",710271
"SPARTEINE , 注射劑 , 100.00 MG",1259
"UBIDECARENONE , 一般錠劑膠囊劑 , 10.00 MG",1995106
"BUNAZOSIN , 緩釋錠劑膠囊劑 , 3.00 MG",808205
"CLONIDINE , 一般錠劑膠囊劑 , 75.00 MCG",2239694
"CLONIDINE , 一般錠劑膠囊劑 , 150.00 MCG",251153
"CLONIDINE , 注射劑 , 150.00 MCG",22
"DOXAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",3700098
"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",25279654
"DOXAZOSIN , 一般錠劑膠囊劑 , 4.00 MG",541666
"DOXAZOSIN , 緩釋錠劑膠囊劑 , 4.00 MG",15236280
"GUANETHIDINE , 一般錠劑膠囊劑 , 10.00 MG",30
"HYDRALAZINE , 一般錠劑膠囊劑 , 10.00 MG",4307699
"HYDRALAZINE , 一般錠劑膠囊劑 , 25.00 MG",3072660
"HYDRALAZINE , 一般錠劑膠囊劑 , 50.00 MG",2858958
"HYDRALAZINE , 注射劑 , 10.00 MG",1467
"HYDRALAZINE , 注射劑 , 20.00 MG",13204
"METHYLDOPA , 一般錠劑膠囊劑 , 250.00 MG",1017719
"MINOXIDIL , 一般錠劑膠囊劑 , 2.50 MG",504
"MINOXIDIL , 一般錠劑膠囊劑 , 10.00 MG",441555
"NITROPRUSSIDE , 注射劑 , 50.00 MG",13167
"PRAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",1243376
"PRAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",203704
"RESERPINE 100MCG + BENZYLHYDROCHLOROTHIAZIDE 4MG, 一般錠劑膠囊劑",1391645
"RESERPINE 125MCG + HYDROCHLOROTHIAZIDE 25MG, 一般錠劑膠囊劑",2328
"RESERPINE 100MCG + CLOPAMIDE 5MG + DIHYDROERGOCRISTINE 0.5MG, 一般錠劑膠囊劑",1062243
"RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG, 一般錠劑膠囊劑",18585433
"RESERPINE 100MCG + HYDRALAZINE 25MG + HYDROCHLOROTHIAZIDE 15MG, 一般錠劑膠囊劑",198225
"RESERPINE , 一般錠劑膠囊劑 , 250.00 MCG",2440
"RESERPINE , 注射劑 , 600.00 MCG",58
"RESERPINE , 注射劑 , 1000.00 MCG",327
"AMILORIDE , 一般錠劑膠囊劑 , 5.00 MG",245
"AMILORIDE 5MG + HYDROCHLOROTHIAZIDE 50MG, 一般錠劑膠囊劑",11884383
"BENDROFLUMETHIAZIDE , 注射劑 , 2.50 MG",76
"BENZYLHYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 4.00 MG",8206236
"BUMETANIDE , 一般錠劑膠囊劑 , 1.00 MG",4152119
"BUMETANIDE , 注射劑 , .50 MG",5
"BUMETANIDE , 注射劑 , 2.00 MG",318616
"FUROSEMIDE , 一般錠劑膠囊劑 , 40.00 MG",38895863
"FUROSEMIDE , 口服液劑 , 10.00  MG/ML , 120.00 ML",1400
"FUROSEMIDE , 注射劑 , 20.00 MG",3305064
"FUROSEMIDE , 注射劑 , 40.00 MG",202
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 25.00 MG",7368959
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 50.00 MG",2693452
"HYDROCHLOROTHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑",332585
"HYDROCHLOROTHIAZIDE 25MG + TRIAMTERENE 50MG, 一般錠劑膠囊劑",1314837
"HYDROFLUMETHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑,",51537
"INDAPAMIDE , 一般錠劑膠囊劑 , 1.25 MG",3141771
"INDAPAMIDE , 一般錠劑膠囊劑 , 2.50 MG",14529847
"INDAPAMIDE , 緩釋錠劑膠囊劑 , 1.50 MG",26510283
"METOLAZONE , 一般錠劑膠囊劑 , .50 MG",1822523
"METOLAZONE , 一般錠劑膠囊劑 , 5.00 MG",163
"SPIRONOLACTONE , 一般錠劑膠囊劑 , 25.00 MG",24413428
"TRICHLORMETHIAZIDE , 一般錠劑膠囊劑 , 2.00 MG",22323191
"BUFLOMEDIL , 一般錠劑膠囊劑 , 150.00 MG",3600164
"BUFLOMEDIL , 一般錠劑膠囊劑 , 300.00 MG",1080
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 1000.00 MCG",189
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 1500.00 MCG",12785906
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 2000.00 MCG",1483367
"INOSITOL , 一般錠劑膠囊劑 , 200.00 MG",139810
"ISOXSUPRINE , 一般錠劑膠囊劑 , 10.00 MG",181092
"ISOXSUPRINE , 注射劑 , 10.00 MG",14
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 25.00 , IU",695738
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 50.00 , IU",489867
"NICAMETATE , 一般錠劑膠囊劑 , 50.00 MG",65925212
"NICAMETATE , 一般錠劑膠囊劑 , 100.00 MG",11508
"NICAMETATE , 注射劑 , 50.00 MG",3007
"NICERGOLINE , 一般錠劑膠囊劑 , 5.00 MG",6068369
"NICERGOLINE , 一般錠劑膠囊劑 , 10.00 MG",2386838
"NICERGOLINE , 注射劑 , 4.00 MG",11
"PENTOXIFYLLINE , 一般錠劑膠囊劑 , 100.00 MG",12549598
"PENTOXIFYLLINE , 緩釋錠劑膠囊劑 , 400.00 MG",26048524
"PENTOXIFYLLINE , 注射劑 , 100.00 MG",79010
"PHENOXYBENZAMINE , 一般錠劑膠囊劑 , 10.00 MG",2296187
"XANTHINOL NIACINATE , 一般錠劑膠囊劑 , 150.00 MG",31839
"XANTHINOL NIACINATE , 注射劑 , 300.00 MG",4
"AESCULUS HIPPOCASTANUM L EXTRACT , 一般錠劑膠囊劑 , 20.00 MG",619869
"BENZARONE , 一般錠劑膠囊劑 , 100.00 MG",894225
"BENZOCAINE 50MG/GM + DIPHENHYDRAMINE 5MG/GM + BISMUTH SUBGALLATE 50MG/GM+ ZINC OXIDE 100MG/GM, 外用軟膏劑, 20.00GM",30556
"BENZOCAINE 100MG + HYDROCORTISONE 5MG + ALLANTOIN 10MG + VITAMIN E 20MG, 栓劑",202936
"CHLORCARVACROL 0.7MG + SODIUM OLETATE 200MG + THESIT(=POLIDOCANOL) 20MG, 外用錠劑,",621229
"CHLORCARVACROL 1MG/GM + SODIUM OLETATE 100MG/GM + THESIT(=POLIDOCANOL)20MG/GM, 外用軟膏劑, 20.00GM",42239
"COUMARIN 15MG + TROXERUTIN 90MG, 一般錠劑膠囊劑,",724041
"DIBUCAINE 2.5MG + POLICRESULEN 100MG, 栓劑",887542
"DIBUCAINE 5MG + HYDROCORTISONE 5MG, 栓劑",1179314
"DIBUCAINE 5MG/GM + HYDROCORTISONE 5MG/GM, 外用軟膏劑, 15.00GM",112494
"ESCIN , 一般錠劑膠囊劑 , 20.00 MG",810799
"ESCIN , 一般錠劑膠囊劑 , 50.00 MG",6568
"ESCIN , 注射劑 , 5.00 MG",1244
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 1.00 GM",139376
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 5.00 GM",412
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 20.00 GM",9740
"ESCIN 3.2MG + VITAMIN B1 500MCG, 一般錠劑膠囊劑,",542780
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 5.00GM",2586
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 10.00GM",9085
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 5.00  ,KIU/GM , 14.00 GM",40
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 1.00 GM",7726
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 5.00 GM",19158
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 10.00 GM",14972
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 14.00 GM",74009
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 20.00 GM",34180
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 40.00 GM",30508
"HORSE-CHESTNUT EXTRACT , 一般錠劑膠囊劑 , 40.00 MG",3863
"HYDROCORTISONE 250MG + BACTERIUM COLI 50MIU, 外用軟膏劑, 10.00GM",157994
"HYDROCORTISONE 250MG + BACTERIUM COLI 50MIU, 外用軟膏劑, 25.00GM",2817
"LIDOCAINE 25MG/GM + BETAMETHASONE 0.5MG/GM + PHENYLEPHRINE 1MG/GM, 外用軟膏劑, 10.00GM",73768
"LIDOCAINE 40MG + BETAMETHASONE 0.5MG + PHENYLEPHRINE 2MG, 栓劑",20133
"LIDOCAINE 50MG/GM + HYDROCORTISONE 2.5MG/GM + ZINC OXIDE 180MG/GM +ALUMINUM ACETATE 35MG/GM, 外用軟膏劑, 15.00GM",87177
"LIDOCAINE 60MG + HYDROCORTISONE 5MG + ZINC OXIDE 100MG + ALLANTOIN 10MG, 栓劑",1050
"LIDOCAINE 60MG + HYDROCORTISONE 5MG + ZINC OXIDE 400MG + ALUMINUM ACETATE50MG, 栓劑",328771
"LIDOCAINE 40MG + CHLORHEXIDINE ACETATE 5MG + PHENYLEPHRINE HCL 2MG+BISMUTHSUBNITRATE 100MG+BENZOCAINE 50MG+GLYCYRRHETIC ACID 20MG,栓劑",109695
"TETRACAINE 5MG/GM + NITROFURANTOIN 2MG/GM + PHENYLEPHRINE 2.5MG/GM, 外用軟膏劑, 28.00GM",2196
"ACEBUTOLOL , 一般錠劑膠囊劑 , 100.00 MG",507818
"ACEBUTOLOL , 一般錠劑膠囊劑 , 400.00 MG",6299938
"ALPRENOLOL , 一般錠劑膠囊劑 , 50.00 MG",1521971
"ATENOLOL , 一般錠劑膠囊劑 , 50.00 MG",33140207
