藥品分類分組名稱,醫令申報數量
"BROMELAIN 50MG + CALCIUM CARBONATE 64MG, 一般錠劑膠囊劑,",56786
"BROMELAIN 20KIU + CYSTEINE 20MG, 一般錠劑膠囊劑,",2963742
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 5.00 MG",206480
"CHYMOTRYPSIN , 一般錠劑膠囊劑 , 40.00 MG",27215
"CHYMOTRYPSIN , 注射劑 , 5.00 MG",180
"SEAPROSE S , 一般錠劑膠囊劑 , 5.00 MG",83930
"SEAPROSE S , 一般錠劑膠囊劑 , 10.00 MG",123984
"SEAPROSE S , 一般錠劑膠囊劑 , 15.00 MG",521523
"SERRAPEPTASE , 一般錠劑膠囊劑 , 5.00 MG",20376139
"SERRAPEPTASE , 一般錠劑膠囊劑 , 10.00 MG",10705222
"STREPTODORNASE 2.5MG + STREPTOKINASE 10MG, 一般錠劑膠囊劑,",1958456
"ADENOSINE , 注射劑 , 6.00 MG",29879
"ALPROSTADIL (=PGE1) , 注射劑 , 20.00 MCG",173862
"ALPROSTADIL (=PGE1) , 注射劑 , 500.00 MCG",3172
"AMIODARONE , 一般錠劑膠囊劑 , 200.00 MG",10101654
"AMIODARONE , 注射劑 , 150.00 MG",261842
"DIGOXIN , 一般錠劑膠囊劑 , 250.00 MCG",11304358
"DIGOXIN , 口服液劑 , 0.05  MG/ML , 60.00 ML",11801
"DIGOXIN , 注射劑 , 250.00 MCG",6151
"DIGOXIN , 注射劑 , 500.00 MCG",32678
"DISOPYRAMIDE , 一般錠劑膠囊劑 , 100.00 MG",126404
"DOBUTAMINE , 注射劑 , 250.00 MG",178164
"DOPAMINE , 注射劑 , 50.00 MG",55
"DOPAMINE , 注射劑 , 200.00 MG",961323
"DOPAMINE , 注射劑 , 600.00 MG",14271
"DOPAMINE 1.6MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",117877
"DOPAMINE 1.6MG/ML + DEXTROSE 50MG/ML, 注射劑, 250.00ML",538
"DOPAMINE 1.6MG/ML + DEXTROSE 50MG/ML, 注射劑, 500.00ML",38
"DOPAMINE 3MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 200.00ML",24891
"DOPAMINE 3.2MG/ML + DEXTROSE 50MG/ML, 預混型注射劑, 250.00ML",3170
"EPINEPHRINE , 注射劑 , 1.00 MG",1207119
"ETILEFRIN , 一般錠劑膠囊劑 , 5.00 MG",4646
"FLECAINIDE , 一般錠劑膠囊劑 , 100.00 MG",135707
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 20.00 MG",40561954
"ISOSORBIDE 5-MONONITRATE , 一般錠劑膠囊劑 , 40.00 MG",2154
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 40.00 MG",4652140
"ISOSORBIDE 5-MONONITRATE , 緩釋錠劑膠囊劑 , 60.00 MG",18689155
"ISOPROTERENOL , 注射劑 , 200.00 MCG",37943
"ISOSORBIDE DINITRATE , 一般錠劑膠囊劑 , 10.00 MG",27362059
"ISOSORBIDE DINITRATE , 注射劑 , 10.00 MG",182937
"LIDOCAINE , 注射劑 , 100.00 MG",151465
"LIDOCAINE 4MG/ML + DEXTROSE 50MG/ML, 注射劑, 250.00ML",654
"LIDOCAINE 8MG/ML + DEXTROSE 50MG/ML, 注射劑, 250.00ML",428
"METHYLDIGOXIN , 一般錠劑膠囊劑 , 100.00 MCG",16016
"MEXILETINE , 一般錠劑膠囊劑 , 100.00 MG",7388771
"MIDODRINE , 一般錠劑膠囊劑 , 2.50 MG",2015671
"MILRINONE , 注射劑 , 10.00 MG",20771
"NICORANDIL , 一般錠劑膠囊劑 , 2.50 MG",29806
"NICORANDIL , 一般錠劑膠囊劑 , 5.00 MG",32674394
"NITROGLYCERIN , 一般錠劑膠囊劑 , 600.00 MCG",11820354
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 2.60 MG",676184
"NITROGLYCERIN , 緩釋錠劑膠囊劑 , 6.40 MG",7
"NITROGLYCERIN , 注射劑 , 50.00 MG",192
"NITROGLYCERIN , 局部貼片 , 25.00 MG",201261
"NITROGLYCERIN , 口鼻噴霧/吸入劑 , 233.00 , DOSE",32
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 10.00ML",590458
"NITROGLYCERIN 0.5MG/ML+D-MANNITOL 50.7MG/ML, 注射劑 , 100.00ML",13827
"NOREPINEPHRINE , 注射劑 , 4.00MG",365221
"OUABAIN , 注射劑 , 75.00 MCG",15
"PHENYLEPHRINE , 注射劑 , 1.00 MG",1
"PROCAINAMIDE , 一般錠劑膠囊劑 , 250.00 MG",387
"PROPAFENONE , 一般錠劑膠囊劑 , 150.00 MG",9635961
"PROPAFENONE , 一般錠劑膠囊劑 , 300.00 MG",142467
"QUINIDINE , 一般錠劑膠囊劑 , 200.00 MG",666694
"UBIDECARENONE , 一般錠劑膠囊劑 , 10.00 MG",2567298
"BUNAZOSIN , 緩釋錠劑膠囊劑 , 3.00 MG",1097127
"CLONIDINE , 一般錠劑膠囊劑 , 75.00 MCG",2796293
"CLONIDINE , 一般錠劑膠囊劑 , 150.00 MCG",253399
"DOXAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",3109388
"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",25062894
"DOXAZOSIN , 一般錠劑膠囊劑 , 4.00 MG",470080
"DOXAZOSIN , 緩釋錠劑膠囊劑 , 4.00 MG",20905911
"HYDRALAZINE , 一般錠劑膠囊劑 , 10.00 MG",4703163
"HYDRALAZINE , 一般錠劑膠囊劑 , 25.00 MG",3087949
"HYDRALAZINE , 一般錠劑膠囊劑 , 50.00 MG",3411325
"HYDRALAZINE , 注射劑 , 10.00 MG",600
"HYDRALAZINE , 注射劑 , 20.00 MG",9110
"METHYLDOPA , 一般錠劑膠囊劑 , 250.00 MG",1260468
"MINOXIDIL , 一般錠劑膠囊劑 , 2.50 MG",1590
"MINOXIDIL , 一般錠劑膠囊劑 , 10.00 MG",582179
"NITROPRUSSIDE , 注射劑 , 50.00 MG",1813
"PRAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",1116499
"PRAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",126815
"RESERPINE 100MCG + BENZYLHYDROCHLOROTHIAZIDE 4MG, 一般錠劑膠囊劑",1315129
"RESERPINE 100MCG + CLOPAMIDE 5MG + DIHYDROERGOCRISTINE 0.5MG, 一般錠劑膠囊劑",1013831
"RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG, 一般錠劑膠囊劑",17207274
"RESERPINE 100MCG + HYDRALAZINE 25MG + HYDROCHLOROTHIAZIDE 15MG, 一般錠劑膠囊劑",182208
"RESERPINE , 一般錠劑膠囊劑 , 250.00 MCG",690
"RESERPINE , 注射劑 , 600.00 MCG",13
"RESERPINE , 注射劑 , 1000.00 MCG",206
"AMILORIDE , 一般錠劑膠囊劑 , 5.00 MG",238
"AMILORIDE 5MG + HYDROCHLOROTHIAZIDE 50MG, 一般錠劑膠囊劑",10999870
"BENZYLHYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 4.00 MG",6973244
"BUMETANIDE , 一般錠劑膠囊劑 , 1.00 MG",4785970
"BUMETANIDE , 注射劑 , 2.00 MG",314070
"FUROSEMIDE , 一般錠劑膠囊劑 , 40.00 MG",41907852
"FUROSEMIDE , 口服液劑 , 10.00  MG/ML , 120.00 ML",1589
"FUROSEMIDE , 注射劑 , 20.00 MG",3349314
"FUROSEMIDE , 注射劑 , 40.00 MG",62
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 25.00 MG",6095654
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 50.00 MG",2243394
"HYDROCHLOROTHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑",282077
"HYDROCHLOROTHIAZIDE 25MG + TRIAMTERENE 50MG, 一般錠劑膠囊劑",1016527
"HYDROFLUMETHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑,",31297
"INDAPAMIDE , 一般錠劑膠囊劑 , 1.25 MG",2124854
"INDAPAMIDE , 一般錠劑膠囊劑 , 2.50 MG",10111340
"INDAPAMIDE , 緩釋錠劑膠囊劑 , 1.50 MG",32789119
"METOLAZONE , 一般錠劑膠囊劑 , .50 MG",1596715
"METOLAZONE , 一般錠劑膠囊劑 , 5.00 MG",30
"SPIRONOLACTONE , 一般錠劑膠囊劑 , 25.00 MG",26349065
"TRICHLORMETHIAZIDE , 一般錠劑膠囊劑 , 2.00 MG",22135027
"BUFLOMEDIL , 一般錠劑膠囊劑 , 150.00 MG",3122699
"CYCLANDELATE , 一般錠劑膠囊劑 , 100.00 MG",21
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 1000.00 MCG",282
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 1500.00 MCG",14697525
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 2000.00 MCG",1366508
"INOSITOL , 一般錠劑膠囊劑 , 200.00 MG",301306
"ISOXSUPRINE , 一般錠劑膠囊劑 , 10.00 MG",217219
"ISOXSUPRINE , 注射劑 , 10.00 MG",4
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 25.00 , IU",908354
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 50.00 , IU",439024
"NICAMETATE , 一般錠劑膠囊劑 , 50.00 MG",65904537
"NICAMETATE , 一般錠劑膠囊劑 , 100.00 MG",2441
"NICAMETATE , 注射劑 , 50.00 MG",1381
"NICERGOLINE , 一般錠劑膠囊劑 , 5.00 MG",5112143
"NICERGOLINE , 一般錠劑膠囊劑 , 10.00 MG",2449625
"PENTOXIFYLLINE , 一般錠劑膠囊劑 , 100.00 MG",12258001
"PENTOXIFYLLINE , 緩釋錠劑膠囊劑 , 400.00 MG",29946616
"PENTOXIFYLLINE , 注射劑 , 100.00 MG",92444
"PHENOXYBENZAMINE , 一般錠劑膠囊劑 , 10.00 MG",1619717
"XANTHINOL NIACINATE , 一般錠劑膠囊劑 , 150.00 MG",34552
"XANTHINOL NIACINATE , 注射劑 , 300.00 MG",2
"AESCULUS HIPPOCASTANUM L EXTRACT , 一般錠劑膠囊劑 , 20.00 MG",678880
"BENZARONE , 一般錠劑膠囊劑 , 100.00 MG",927212
"BENZOCAINE 50MG/GM + DIPHENHYDRAMINE 5MG/GM + BISMUTH SUBGALLATE 50MG/GM+ ZINC OXIDE 100MG/GM, 外用軟膏劑, 20.00GM",33112
"BENZOCAINE 100MG + HYDROCORTISONE 5MG + ALLANTOIN 10MG + VITAMIN E 20MG, 栓劑",149423
"CHLORCARVACROL 0.7MG + SODIUM OLETATE 200MG + THESIT(=POLIDOCANOL) 20MG, 外用錠劑,",766131
"CHLORCARVACROL 1MG/GM + SODIUM OLETATE 100MG/GM + THESIT(=POLIDOCANOL)20MG/GM, 外用軟膏劑, 20.00GM",80224
"COUMARIN 15MG + TROXERUTIN 90MG, 一般錠劑膠囊劑,",908059
"DIBUCAINE 2.5MG + POLICRESULEN 100MG, 栓劑",887768
"DIBUCAINE 5MG + HYDROCORTISONE 5MG, 栓劑",1149404
"DIBUCAINE 5MG/GM + HYDROCORTISONE 5MG/GM, 外用軟膏劑, 15.00GM",143047
"ESCIN , 一般錠劑膠囊劑 , 20.00 MG",771891
"ESCIN , 一般錠劑膠囊劑 , 50.00 MG",10725
"ESCIN , 注射劑 , 5.00 MG",63
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 1.00 GM",275924
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 5.00 GM",239
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 20.00 GM",11610
"ESCIN 3.2MG + VITAMIN B1 500MCG, 一般錠劑膠囊劑,",598128
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 5.00GM",4373
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 10.00GM",10655
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 5.00  ,KIU/GM , 14.00 GM",80
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 1.00 GM",4627
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 5.00 GM",23233
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 10.00 GM",19714
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 14.00 GM",65595
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 20.00 GM",64893
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 40.00 GM",27994
"HORSE-CHESTNUT EXTRACT , 一般錠劑膠囊劑 , 40.00 MG",1388
"HYDROCORTISONE 250MG + BACTERIUM COLI 50MIU, 外用軟膏劑, 10.00GM",10698
"HYDROCORTISONE 250MG + BACTERIUM COLI 50MIU, 外用軟膏劑, 25.00GM",1200
"LIDOCAINE 25MG/GM + BETAMETHASONE 0.5MG/GM + PHENYLEPHRINE 1MG/GM, 外用軟膏劑, 10.00GM",82119
"LIDOCAINE 40MG + BETAMETHASONE 0.5MG + PHENYLEPHRINE 2MG, 栓劑",20208
"LIDOCAINE 50MG/GM + HYDROCORTISONE 2.5MG/GM + ZINC OXIDE 180MG/GM +ALUMINUM ACETATE 35MG/GM, 外用軟膏劑, 15.00GM",192685
"LIDOCAINE 60MG + HYDROCORTISONE 5MG + ZINC OXIDE 100MG + ALLANTOIN 10MG, 栓劑",456
"LIDOCAINE 60MG + HYDROCORTISONE 5MG + ZINC OXIDE 400MG + ALUMINUM ACETATE50MG, 栓劑",511450
"LIDOCAINE 40MG + CHLORHEXIDINE ACETATE 5MG + PHENYLEPHRINE HCL 2MG+BISMUTHSUBNITRATE 100MG+BENZOCAINE 50MG+GLYCYRRHETIC ACID 20MG,栓劑",92010
"TETRACAINE 5MG/GM + NITROFURANTOIN 2MG/GM + PHENYLEPHRINE 2.5MG/GM, 外用軟膏劑, 28.00GM",2995
"ACEBUTOLOL , 一般錠劑膠囊劑 , 100.00 MG",99674
"ACEBUTOLOL , 一般錠劑膠囊劑 , 200.00 MG",12
"ACEBUTOLOL , 一般錠劑膠囊劑 , 400.00 MG",5335572
"ALPRENOLOL , 一般錠劑膠囊劑 , 50.00 MG",1151018
"ATENOLOL , 一般錠劑膠囊劑 , 50.00 MG",30551559
"ATENOLOL , 一般錠劑膠囊劑 , 100.00 MG",46891366
"ATENOLOL 100MG + CHLORTHALIDONE 25MG, 一般錠劑膠囊劑,",1706751
"BETAXOLOL , 一般錠劑膠囊劑 , 20.00 MG",4375468
"BISOPROLOL , 一般錠劑膠囊劑 , 1.25 MG",5854785
"BISOPROLOL , 一般錠劑膠囊劑 , 2.5MG",30
"BISOPROLOL , 一般錠劑膠囊劑 , 5.00 MG",92545935
"BISOPROLOL , 一般錠劑膠囊劑 , 10.00 MG",39302
"CARTEOLOL , 一般錠劑膠囊劑 , 5.00 MG",1869268
"CARTEOLOL , 一般錠劑膠囊劑 , 15.00 MG",93088
"CARVEDILOL , 一般錠劑膠囊劑 , 6.25 MG",22457423
"CARVEDILOL , 一般錠劑膠囊劑 , 25.00 MG",29446666
"ESMOLOL , 注射劑 , 10.00 MG",2
"ESMOLOL , 注射劑 , 100.00 MG",3
"LABETALOL , 一般錠劑膠囊劑 , 100.00 MG",177
"LABETALOL , 一般錠劑膠囊劑 , 200.00 MG",15119072
"LABETALOL , 注射劑 , 25.00 MG",212231
"METOPROLOL , 一般錠劑膠囊劑 , 50.00 MG",330
"METOPROLOL , 一般錠劑膠囊劑 , 100.00 MG",948649
"METOPROLOL , 緩釋錠劑膠囊劑 , 100.00 MG",8686601
"METOPROLOL , 緩釋錠劑膠囊劑 , 25.00 MG",674557
"NADOLOL , 一般錠劑膠囊劑 , 80.00 MG",40986
"PINDOLOL , 一般錠劑膠囊劑 , 5.00 MG",231336
"PROPRANOLOL , 一般錠劑膠囊劑 , 10.00 MG",171718330
"PROPRANOLOL , 一般錠劑膠囊劑 , 20.00 MG",1070510
"PROPRANOLOL , 一般錠劑膠囊劑 , 40.00 MG",8642099
"PROPRANOLOL , 注射劑 , 2.00 MG",1420
"SOTALOL , 一般錠劑膠囊劑 , 80.00 MG",126
"SOTALOL , 一般錠劑膠囊劑 , 160.00 MG",166412
"AMLODIPINE , 一般錠劑膠囊劑 , 5.00 MG",283410548
"AMLODIPINE , 一般錠劑膠囊劑 , 10.00 MG",4284760
"BARNIDIPINE , 緩釋錠劑膠囊劑 , 10.00 MG",1479695
"BARNIDIPINE , 緩釋錠劑膠囊劑 , 15.00 MG",17167
"DILTIAZEM , 一般錠劑膠囊劑 , 30.00 MG",50876653
"DILTIAZEM , 一般錠劑膠囊劑 , 60.00 MG",5100575
"DILTIAZEM , 緩釋錠劑膠囊劑 , 90.00 MG",15758536
"DILTIAZEM , 緩釋錠劑膠囊劑 , 120.00 MG",3292037
"DILTIAZEM , 緩釋錠劑膠囊劑 , 180.00 MG",3742670
"DILTIAZEM , 注射劑 , 10.00 MG",26
"DILTIAZEM , 注射劑 , 50.00 MG",8865
"FELODIPINE , 緩釋錠劑膠囊劑 , 2.50 MG",1048376
"FELODIPINE , 緩釋錠劑膠囊劑 , 5.00 MG",62882376
"FELODIPINE , 緩釋錠劑膠囊劑 , 10.00 MG",4719502
"ISRADIPINE , 一般錠劑膠囊劑 , 5.00 MG",582932
"LACIDIPINE , 一般錠劑膠囊劑 , 2.00 MG",3413
"LACIDIPINE , 一般錠劑膠囊劑 , 4.00 MG",8525338
"LERCANIDIPINE , 一般錠劑膠囊劑 , 10.00 MG",27605195
"NICARDIPINE , 一般錠劑膠囊劑 , 20.00 MG",1588274
"NICARDIPINE , 注射劑 , 10.00 MG",368127
"NIFEDIPINE , 一般錠劑膠囊劑 , 5.00 MG",5377755
"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",13203992
"NIFEDIPINE , 緩釋錠劑膠囊劑 , 20.00 MG",9563262
"NIFEDIPINE , 緩釋錠劑膠囊劑 , 30.00 MG",53009724
"NIFEDIPINE , 軟膠囊劑(限簽) , 10.00 MG",255571
"NIMODIPINE , 一般錠劑膠囊劑 , 30.00 MG",303410
"NIMODIPINE , 注射劑 , 10.00 MG",31303
"NISOLDIPIN , 一般錠劑膠囊劑 , 5.00 MG",457146
"NISOLDIPIN , 一般錠劑膠囊劑 , 10.00 MG",147241
"NITRENDIPINE , 一般錠劑膠囊劑 , 10.00 MG",6515588
"VERAPAMIL , 一般錠劑膠囊劑 , 40.00 MG",6266462
"VERAPAMIL , 一般錠劑膠囊劑 , 80.00 MG",2136
"VERAPAMIL , 緩釋錠劑膠囊劑 , 120.00 MG",2501429
"VERAPAMIL , 緩釋錠劑膠囊劑 , 240.00 MG",4151726
"VERAPAMIL , 注射劑 , 5.00 MG",12622
"BENAZEPRIL , 一般錠劑膠囊劑 , 5.00 MG",55388
"BENAZEPRIL , 一般錠劑膠囊劑 , 10.00 MG",2428
"BENAZEPRIL 10MG + AMLODIPINE 5MG, 一般錠劑膠囊劑",6655351
"CANDESARTAN , 一般錠劑膠囊劑 , 4.00 MG",480
"CANDESARTAN 8MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",21575851
"CANDESARTAN 16MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",312525
"CAPTOPRIL , 一般錠劑膠囊劑 , 12.50 MG",656124
"CAPTOPRIL , 一般錠劑膠囊劑 , 25.00 MG",15094310
"CAPTOPRIL , 一般錠劑膠囊劑 , 50.00 MG",2309991
"CILAZAPRIL , 一般錠劑膠囊劑 , 2.50 MG",227074
"CILAZAPRIL , 一般錠劑膠囊劑 , 5.00 MG",630
"ENALAPRIL , 一般錠劑膠囊劑 , 5.00 MG",6135904
"ENALAPRIL , 一般錠劑膠囊劑 , 10.00 MG",175402
"ENALAPRIL , 一般錠劑膠囊劑 , 20.00 MG",35452446
"ENALAPRIL 5mg+FELODIPINE 5mg,緩釋錠劑膠囊劑",270
"ENALAPRIL 10MG +HYDROCHLOROTHIAZIDE 25MG,一般錠劑膠囊劑",1862
"FOSINOPRIL , 一般錠劑膠囊劑 , 10.00 MG",14461067
"FOSINOPRIL , 一般錠劑膠囊劑 , 20.00 MG",15766
"IMIDAPRIL , 一般錠劑膠囊劑 , 5.00 MG",6754629
"IMIDAPRIL , 一般錠劑膠囊劑 , 10.00 MG",3461559
"IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",47192885
"IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG,一般錠劑膠囊劑",1762712
"LISINOPRIL , 一般錠劑膠囊劑 , 5.00 MG",192762
"LISINOPRIL , 一般錠劑膠囊劑 , 10.00 MG",16346206
"LISINOPRIL , 一般錠劑膠囊劑 , 20.00 MG",2146045
"LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",74921803
"LOSARTAN 100MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",5482908
"OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",15618077
"OLMESARTAN 20MG + AMLODIPINE 5MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",232999
"PERINDOPRIL , 一般錠劑膠囊劑 , 3.3-3.4MG",12415063
"PERINDOPRIL , 一般錠劑膠囊劑 , 6.6-6.8 MG",59516
"PERINDOPRIL 1.65-1.7MG + INDAPAMIDE 0.625MG, 一般錠劑膠囊劑,",2776079
"PERINDOPRIL 3.3-3.4MG + INDAPAMIDE 1.25MG, 一般錠劑膠囊劑",2612240
"QUINAPRIL , 一般錠劑膠囊劑 , 5.00 MG",1360
"QUINAPRIL , 一般錠劑膠囊劑 , 10.00 MG",2354253
"QUINAPRIL , 一般錠劑膠囊劑 , 20.00 MG",59745
"RAMIPRIL , 一般錠劑膠囊劑 , 2.50 MG",4996111
"RAMIPRIL , 一般錠劑膠囊劑 , 10.00 MG",4686147
"RAMIPRIL 5MG+FELODIPINE 5MG, 緩釋錠劑膠囊劑",349335
"TELMISARTAN 40MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",16360342
"TELMISARTAN 80MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",1021104
"VALSARTAN , 一般錠劑膠囊劑 , 40.00 MG",996
"VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",74078289
"VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",29419589
"VALSARTAN 320MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",1517
"VALSARTAN 80MG + AMLODIPINE 5MG, 一般錠劑膠囊劑,",5941152
"VALSARTAN 160MG + AMLODIPINE 10MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",36973
"ACIPIMOX , 一般錠劑膠囊劑 , 250.00 MG",835852
"ATORVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",37775922
"ATORVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",703550
"ATORVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",8869510
"ATORVASTATIN 10 MG + AMLODIPINE 5 MG, 一般錠劑膠囊劑",5511917
"BEZAFIBRATE , 一般錠劑膠囊劑 , 200.00 MG",2004988
"BEZAFIBRATE , 緩釋錠劑膠囊劑 , 400.00 MG",788593
"CHOLESTYRAMINE , 口服顆粒劑 , 4.00 GM",552695
"CLOFIBRATE , 一般錠劑膠囊劑 , 200.00 MG",7227
"CLOFIBRATE , 一般錠劑膠囊劑 , 250.00 MG",53128
"CLOFIBRATE , 一般錠劑膠囊劑 , 500.00 MG",14029
"ETOFIBRATE , 一般錠劑膠囊劑 , 300.00 MG",91793
"ETOFIBRATE , 一般錠劑膠囊劑 , 500.00 MG",1215705
"EZETIMIBE , 一般錠劑膠囊劑 , 10.00 MG",2378731
"FENOFIBRATE , 一般錠劑膠囊劑 , 67.00-100.00 MG",5204520
"FENOFIBRATE , 一般錠劑膠囊劑 , 145.00-200.00 MG",30508532
"FLUVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",1461
"FLUVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",188568
"FLUVASTATIN , 緩釋錠劑膠囊劑 , 80.00 MG",14751356
"GEMFIBROZIL , 一般錠劑膠囊劑 , 300.00 MG",19071812
"GEMFIBROZIL , 一般錠劑膠囊劑 , 600.00 MG",6811487
"LOVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",12269768
"NICERITROL , 一般錠劑膠囊劑 , 250.00 MG",736
"NICOMOL , 一般錠劑膠囊劑 , 200.00 MG",125057
"PRAVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",92645
"PRAVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",1043348
"PRAVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",3804557
"PRAVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",4909994
"PROBUCOL , 一般錠劑膠囊劑 , 250.00 MG",24599
"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",38
"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",35895181
"ROSUVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",6158
"SIMVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",997261
"SIMVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",24254787
"SIMVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",4132537
"SIMVASTATIN , 一般錠劑膠囊劑 , 80.00 MG",97
"SIMVASTATIN 10 MG + EZETIMIBE 10 MG, 一般錠劑膠囊劑",852869
"SIMVASTATIN 20 MG + EZETIMIBE 10 MG, 一般錠劑膠囊劑",5422008
"AMOROLFINE , 外用軟膏劑 , 5.00  MG/GM , 10.00 GM",4044
"BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,1.00GM",583536
"BETAMETHASONE(DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,5.00GM",18197
"BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,10.00GM",37159
"BETAMETHASONE 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 12.00GM",2823
"BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,15.00GM",7061
"BETAMETHASONE (DIPROPIONATE)0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,20.00GM",1307
"BETAMETHASONE 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 25.00GM",9
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 1.00GM",303295
