藥品分類分組名稱,醫令申報數量
"VITAMIN B2 4MG + VITAMIN B6 1MG + VITAMIN B12 1MCG + NICOTINAMIDE 15MG +PANTOTHENIC ACID 1MG + METHIONINE 1MG, 一般錠劑膠囊劑,",2515468
"VITAMIN B2 2MG/ML + VITAMIN B6 3MG/ML + VITAMIN C 100MG/ML + VITAMIN E 1MG/ML +NICOTINAMIDE 20MG/ML + PANTHENOL 5MG/ML, 注射劑, 2.00ML",32046
"VITAMIN B2 2MG/ML + VITAMIN B6 3MG/ML + VITAMIN C 100MG/ML + VITAMIN E 1MG/ML +NICOTINAMIDE 20MG/ML + PANTHENOL 5MG/ML, 注射劑, 5.00ML",73919
"VITAMIN B2 10MG + VITAMIN B6 2MG + NICOTINAMIDE 20MG + PANTOTHENATE CALCIUM10MG + BIOTIN 0.5MG + CALCIUM GLYCEROPHOSPHATE 50MG,一般錠劑膠囊劑&nbsp;",778
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 一般錠劑膠囊劑 , 10.00 MG",780732
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 一般錠劑膠囊劑 , 20.00 MG",501357
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 一般錠劑膠囊劑 , 30.00 MG",326456
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 注射劑 , 10.00 MG",31051
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 注射劑 , 20.00 MG",1040
"VITAMIN B6 (=PYRIDOXAL 5-PHOSPHATE) , 注射劑 , 30.00 MG",6472
"VITAMIN C 100MG + VITAMIN E 50MG, 一般錠劑膠囊劑,",65
"VITAMIN C 100MG + ZINC SULFATE 45MG, 一般錠劑膠囊劑,",478851
"VITAMIN C 200MG + PANTOTHENIC ACID 10MG, 一般錠劑膠囊劑,",44124
"VITAMIN B6 (=PYRIDOXINE) , 一般錠劑膠囊劑 , 10.00 MG",2436058
"VITAMIN B6 (=PYRIDOXINE) , 一般錠劑膠囊劑 , 25.00 MG",41544
"VITAMIN B6 (=PYRIDOXINE) , 一般錠劑膠囊劑 , 50.00 MG",6978835
"VITAMIN B6 (=PYRIDOXINE) , 注射劑 , 50.00 MG",3730
"VITAMIN B6 (=PYRIDOXINE) , 注射劑 , 100.00 MG",38
"VITAMIN B6 (=PYRIDOXINE) , 注射劑 , 1000.00 MG",1
"VITAMIN E 50MG + ALLIUM SATIVUM ESSENTIAL OIL 1MG + LECITHIN 10MG + ORNITHINEASPARTATE 80MG, 一般錠劑膠囊劑,",483
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 50.00 MG",1863540
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 100.00 MG",409745
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 125.00 MG",53652
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 200.00 MG",695220
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 250.00 MG",6244
"VITAMIN C (=ASCORBIC ACID) , 一般錠劑膠囊劑 , 500.00 MG",2015
"VITAMIN C (=ASCORBIC ACID) , 注射劑 , 100.00 MG",334206
"VITAMIN C (=ASCORBIC ACID) , 注射劑 , 200.00 MG",64373
"VITAMIN C (=ASCORBIC ACID) , 注射劑 , 500.00 MG",29298
"VITAMIN C (=ASCORBIC ACID) , 注射劑 , 1250.00 MG",2
"VITAMIN C (=ASCORBIC ACID) , 注射劑 , 5000.00 MG",5350
"VITAMINE B12 5MG + VITAMIN B1 31.6MG + GLYCINE 40MG, 注射劑, 5.00MG",10861
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 50.00 MG",1197016
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 55.00 MG",1828
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 100.00 MG",352481
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 150.00 MG",4258
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 200.00 MG",4869934
"VITAMIN E (=TOCOPHEROL) , 一般錠劑膠囊劑 , 400.00 MG",59956
"ASPARTATE CALCIUM , 一般錠劑膠囊劑 , 200.00 MG",178725
"ASPARTATE POTASSIUM , 一般錠劑膠囊劑 , 300.00 MG",352277
"CALCIUM ACETATE , 一般錠劑膠囊劑 , 667.00 MG",2252834
"CALCIUM CARBONATE 250MG + VITAMIN D2 (=ERGOCALCIFEROL) 250MCG, 一般錠劑膠囊劑,",260376
"CALCIUM CARBONATE 300MG + VITAMIN D3 (=CHOLECALCIFEROL) 60IU, 一般錠劑膠囊劑,",5110990
"CALCIUM CARBONATE , 一般錠劑膠囊劑 , 250.00 MG",4401820
"CALCIUM CARBONATE , 一般錠劑膠囊劑 , 500.00 MG",47259276
"CALCIUM CITRATE , 一般錠劑膠囊劑 , 950.00 MG",10963749
"CALCIUM CITRATE 10MG + CALCIUM LACTATE 10MG + CALCIUM PHOSPHATE DIBASIC170MG, 一般錠劑膠囊劑,",49619
"CALCIUM GLUCONATE 100MG/ML + CALCIUM SACCHARATE 3MG/ML, 注射劑, 10.00ML",377311
"CALCIUM GLUCONATE 194MG + CALCIUM PHOSPHATE DIBASIC 292MG + VITAMIN D2(=ERGOCALCIFEROL) 330IU, 一般錠劑膠囊劑,",1104795
"CALCIUM GLUCONATE 100MG + CALCIUM LACTATE 60MG + CALCIUM PHOSPHATE DIBASIC320MG + VITAMIN D2 50IU, 一般錠劑膠囊劑,",247
"CALCIUM GLUCEPTATE 60MG/ML + CALCIUM GLUCONATE 100MG/ML + LACTOBIONATE60MG/ML + CALCIUM SACCHARATE 8MG/ML, 注射劑, 5.00ML",20231
"CALCIUM GLUCONATE 166MG + CALCIUM LACTATE 166MG + CALCIUM PHOSPHATEDIBASIC 166MG + VITAMIN D2 500IU, 一般錠劑膠囊劑,",7860
"CALCIUM GLUCEPTATE 70MG/ML + CALCIUM GLUCONATE 100MG/ML + CALCIUM LACTATE30.8MG/ML + CALCIUM SACCHARATE 24.3MG/ML, 注射劑, 5.00ML",240
"CALCIUM LACTATE , 一般錠劑膠囊劑 , 300.00 MG",1383094
"CALCIUM LACTATE , 一般錠劑膠囊劑 , 500.00 MG",195701
"CALCIUM HYDROGEN PHOSPHATE DIHYDRATE 500MG + VITAMIN D2 (=ERGOCALCIFEROL)133IU, 一般錠劑膠囊劑,",13714
"CALCIUM PHOSPHATE TRIBASIC 300MG + VITAMIN D3 (=CHOLECALCIFEROL) 62.5IU, 一般錠劑膠囊劑,",20802437
"CALCIUM PHOSPHATE TRIBASIC 100MG + VITAMIN A 1.6KIU + VITAMIN D3(=CHOLECALCIFEROL) 160IU, 內服液劑, 1.00ML",2080
"CALCIUM PHOSPHATE TRIBASIC 103MG + VITAMIN A 1.6KIU + VITAMIN D3(=CHOLECALCIFEROL) 160IU, 內服液劑, 180.00ML",61939
"POTASSIUM CITRATE , 一般錠劑膠囊劑 , 540.00 MG",1188540
"POTASSIUM CITRATE , 一般錠劑膠囊劑 , 1080.00 MG",89769
"POTASSIUM CITRATE , 緩釋錠 , 540.00 MG",307451
"POTASSIUM CHLORIDE , 一般錠劑膠囊劑 , 250.00 MG",24955
"POTASSIUM CHLORIDE , 一般錠劑膠囊劑 , 750.00 MG",971
"POTASSIUM CHLORIDE , 緩釋錠劑膠囊劑 , 600.00 MG",4858402
"POTASSIUM GLUCONATE , 一般錠劑膠囊劑 , 595.00 MG",614852
"SODIUM FLUORIDE 11MG/GM + SODIUM MONOFLUOROPHOSPHAT 114MG/GM, 外用軟膏劑,300.00GM",8584
"ZINC, 一般錠劑膠囊劑 , 10.00 MG",770151
"ZINC, 一般錠劑膠囊劑 , 15.00 MG",2809
"ZINC, 注射劑 , 1.35MG",26609
"NANDROLONE , 注射劑 , 50.00 MG",47
"STANOZOLOL , 一般錠劑膠囊劑 , 2.00 MG",101925
"AGALSIDASE BETA , 注射劑 , 35.00 MG",848
"ANETHOLE TRITHIONE , 一般錠劑膠囊劑 , 12.50 MG",43152
"ANETHOLE TRITHIONE , 一般錠劑膠囊劑 , 25.00 MG",269415
"ANETHOLE TRITHIONE , 注射劑 , 20.00 MG",15
"CARNITINE , 一般錠劑膠囊劑 , 1.00 GM",53850
"CITRULLINE , 口服液劑 , 100.00  MG/ML , 10.00 ML",2848
"CITRULLINE , 注射劑 , 60.00 MG",12
"SANACTASE , 一般錠劑膠囊劑 , 50.00 MG",1374
"SODIUM BENZOATE , 一般錠劑膠囊劑 , 250.00 MG",22928
"ZINC ACETATE , 一般錠劑膠囊劑 , 25MG",168
"ZINC ACETATE , 一般錠劑膠囊劑 , 50 MG",20673
"ABCIXIMAB , 注射劑 , 10.00 MG",303
"ACETYLSALICYLIC ACID , 一般錠劑膠囊劑 , 81-325,MG",14621763
"ACETYLSALICYLIC ACID , 腸溶製劑 , 81-165,MG",173533481
"ACETYLSALICYLIC ACID 25MG + DIPYRIDAMOLE 200MG, 緩釋錠劑膠囊劑,",251466
"ANAGRELIDE , 一般錠劑膠囊劑 , 500.00 MCG",337269
"CILOSTAZOL , 一般錠劑膠囊劑 , 50.00 MG",7261301
"CILOSTAZOL , 一般錠劑膠囊劑 , 100.00 MG",919
"CLOPIDOGREL 75MG + ACETYLSALICYLIC ACID 0-100MG, 一般錠劑膠囊劑",15285914
"DALTEPARIN , 注射劑 , 2.50 , KIU",373
"DALTEPARIN , 注射劑 , 5.00 , KIU",22433
"DALTEPARIN , 注射劑 , 10.00 , KIU",1722
"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 12.50 MG",32206
"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 25.00 MG",88710751
"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 50.00 MG",22441383
"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 75.00 MG",15326820
"DIPYRIDAMOLE , 注射劑 , 10.00 MG",29004
"DIPYRIDAMOLE , 注射劑 , 25.00 MG",37
"DROTRERECOGIN ALPHA (= COMBINANT HUMAN ACTIVATED PROTEIN C) , 注射劑 , 5.00 MG",484
"DROTRERECOGIN ALPHA (= COMBINANT HUMAN ACTIVATED PROTEIN C) , 注射劑 , 20.00MG",196
"ENOXAPARIN , 注射劑 , 20.00 MG",27790
"ENOXAPARIN , 注射劑 , 60.00 MG",138930
"HEPARIN , 注射劑 , 1000.00 , IU",325972
"HEPARIN , 注射劑 , 5000.00 , IU",75939
"HEPARIN , 注射劑 , 25000.00 , IU",197006
"HEPARIN , 注射劑 , 50000.00 , IU",1994
"NADROPARINE , 注射劑 , 3.00 , KIU",869
"NADROPARINE , 注射劑 , 4.00 , KIU",21595
"NADROPARINE , 注射劑 , 6.00 , KIU",6141
"PLASMINOGEN ACTIVATOR RECOMBINANT HUMAN TISSUE-TYPE A , 注射劑 , 50.00 MG",2057
"STREPTOKINASE , 注射劑 , 250.00 , KIU",474
"STREPTOKINASE , 注射劑 , 750.00 , KIU",325
"TENECTEPLASE , 注射劑 , 10.00 , KIU",45
"TICLOPIDINE , 一般錠劑膠囊劑 , 100.00 MG",12473603
"TICLOPIDINE , 一般錠劑膠囊劑 , 250.00 MG",2666202
"TIROFIBAN , 注射劑 , 10.00 MG",3990
"UROKINASE , 注射劑 , 6.00 , KIU",6755
"UROKINASE , 注射劑 , 60.00 , KIU",21929
"UROKINASE , 注射劑 , 250.00 , KIU",8366
"WARFARIN , 一般錠劑膠囊劑 , 1.00 MG",1801520
"WARFARIN , 一般錠劑膠囊劑 , 2.50 MG",3488341
"WARFARIN , 一般錠劑膠囊劑 , 3.00 MG",6070
"WARFARIN , 一般錠劑膠囊劑 , 5.00 MG",4673811
"WARFARIN , 一般錠劑膠囊劑 , 10.00 MG",3362
"AMINOCAPROIC ACID EPSILON , 一般錠劑膠囊劑 , 500.00 MG",4758
"AMINOCAPROIC ACID EPSILON , 注射劑 , 1000.00 MG",64226
"APROTININ , 注射劑 , 10.00 , MIU",1620
"ETHAMSYLATE , 一般錠劑膠囊劑 , 250.00 MG",86041
"ETHAMSYLATE , 注射劑 , 250.00 MG",13131
"FACTOR IX , 注射劑 , 600.00 , IU",839
"FACTOR II + FACTOR VII + FACTOR IX + FACTOR X, 注射劑, 500.00IU",6454
"FACTOR VIII (中純度) , 注射劑 , 1.00 , IU",1697500
"FACTOR VIII (高純度) , 注射劑 , 1.00 , IU",4545633
"FACTOR VIII (基因型) , 注射劑 , 1.00 , IU",34947661
"GABEXATE , 注射劑 , 100.00 MG",77767
"GAMMA-FIX(NONACOG ALFA) , 注射劑 , 1.00 , IU",4955068
"HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR , 注射劑 , 500 IU",3727
"PHYTOMENADIONE (=VIT K1) , 一般錠劑膠囊劑 , 5.00 MG",107041
"PHYTOMENADIONE (=VIT K1) , 注射劑 , 10.00 MG",612295
"TRANEXAMIC ACID , 一般錠劑膠囊劑 , 250.00 MG",16670487
"TRANEXAMIC ACID , 一般錠劑膠囊劑 , 500.00 MG",452284
"TRANEXAMIC ACID , 注射劑 , 90.00 MG",28433
"TRANEXAMIC ACID , 注射劑 , 100.00 MG",847
"TRANEXAMIC ACID , 注射劑 , 250.00 MG",1421558
"TRANEXAMIC ACID , 注射劑 , 500.00 MG",222009
"TRANEXAMIC ACID , 注射劑 , 1000.00 MG",191756
"VITAMIN K2 (=MENATETRENONE) , 注射劑 , 10.00 MG",22835
"VITAMIN K2 (=MENATETRENONE) , 注射劑 , 50.00 MG",14
"CHOLINE BITARTRATE 100MG + CYSTEINE 20MG-25MG + INOSITOL 25MG + VITAMIN B121.5MCG, 一般錠劑膠囊劑,",18288262
"DARBEPOETIN ALFA , 注射劑 , 25.00 MCG",17384
"DARBEPOETIN ALFA , 注射劑 , 40.00 MCG",378
"EPOETIN ALFA , 注射劑 , 1.00 KIU",819
"EPOETIN ALFA , 注射劑 , 2.00 KIU",42308
"EPOETIN ALFA , 注射劑 , 4.00 KIU",10238
"EPOETIN BETA , 注射劑 , 1.00 KIU",4903
"EPOETIN BETA , 注射劑 , 2.00 KIU",133835
"EPOETIN BETA , 注射劑 , 5.00 KIU",94619
"EPOETIN BETA , 注射劑 , 10.00 KIU",2
"ERYTHROPOIETIN (DARBEPOIETIN 1MCG=200IU) , 注射劑 , 1.00 , KIU",107
"ERYTHROPOIETIN (DARBEPOIETIN 1MCG=200IU) , 注射劑 , 2.00 , KIU",5201
"ERYTHROPOIETIN (DARBEPOIETIN 1MCG=200IU) , 注射劑 , 5.00 , KIU",63779
"ERYTHROPOIETIN (DARBEPOIETIN 1MCG=200IU) , 注射劑 , 10.00 , KIU",20008
"FERRIC (HYDROXIDE SUCROSE COMPLEX) , 注射劑 , 100.00 MG",2319
"FERRIC CHLORIDE 19.7MG/ML + CHONDROITIN 20MG/ML, 注射劑, 10.00ML",7
"FERRIC CHLORIDE , 注射劑 , 200.00 MG",92549
"FERROUS FUMARATE 150MG + DIOCTYL SODIUM SULFOSUCCINATE 50MG, 一般錠劑膠囊劑,",827
"FERROUS FUMARATE 100MG + VITAMIN B12 4MCG + FOLIC ACID 2MG, 一般錠劑膠囊劑,",843612
"FERROUS FUMARATE 460MG + VITAMIN B12 10MCG + FOLIC ACID 1MG + VITAMIN C 60MG,一般錠劑膠囊劑,",1079806
"FERROUS FUMARATE 50MG + VITAMIN B12 20MCG + FOLIC ACID 2MG +  + MULTIVITAMINS,一般錠劑膠囊劑,",1865454
"FERROUS FUMARATE 350MG + FOLIC ACID 0.5MG + MULTIVITAMINS, 一般錠劑膠囊劑,",13356
"FERROUS FUMARATE 50MG + DIOCTYL SODIUM SULFOSUCCINATE 25MG + NICOTINAMIDE15MG + VITAMIN B1 3MG + VITAMIN B2 3MG + VITAMIN B6 2.5MG + VITAMIN B12 12.5MCG +FOLIC ACID 0.5MG + PANTOTHENIC ACID 5MG + VITAMIN C 250MG + VITAMIN E 15IU,一般錠劑膠囊劑",319920
"FERROUS FUMARATE 100MG + ASPARTATE MAGNESIUM L- 75MG + ASPARTATE POTASSIUML- 75MG + VITAMIN B1 5MG + VITAMIN B2 1MG + VITAMIN B6 3MG + VITAMIN B12 5MCG +FOLIC ACID 1MG + NIACINAMIDE 5MG,一般錠劑膠囊劑",205659
"FERRIC HYDROXIDE POLYMALTOSE COMPLEX , 一般錠劑膠囊劑 , 100.00 MG",6163120
"FERRIC HYDROXIDE POLYMALTOSE COMPLEX , 內服液劑 , 10.00  MG/ML , 150.00 ML",68
"FERRIC HYDROXIDE POLYMALTOSE COMPLEX , 口服液劑 , 50.00  MG/ML , 30.00 ML",11255
"FERROUS GLUCONATE 300MG + VITAMIN B1 10MG + VITAMIN C  30MG, 一般錠劑膠囊劑,",1332582
"DUODENUM SUBSTANCE 150MG+LIVER DESICCATED 100MG+FERROUS GLUCONATE200MG+FOLIC ACID 0.67MG+ VITAMIN B12 10MCG，一般錠劑膠囊劑",447299
"FERRIC OXIDE SACCHARATED , 一般錠劑膠囊劑 , 150.00 MG",849797
"FERRIC OXIDE SACCHARATED , 注射劑 , 40.00 MG",35
"FERROUS SULFATE 160MG + FOLIC ACID 0.4MG, 緩釋錠劑膠囊劑",455865
"FERROUS SULFATE 100MG + VITAMIN B12 3MCG + FOLIC ACID 2MG + VITAMIN B1 2MG +VITAMIN C 50MG, 一般錠劑膠囊劑,",145771
"FERROUS SULFATE 18.2MG + VITAMIN B1 5MG + VITAMIN B2 1MG + VITAMIN B12 3.875MCG+ FOLIC ACID 1MG + VITAMIN C 20MG,一般錠劑膠囊劑",457720
"CYANOCOBALAMIN (=VIT B12) 2MCG+MANGANESE (SULFATE) 0.15MG+CUPRIC (SULFATE)0.15MG+HEMOGLOBIN 216MG+LIVER DESICCATED 3.6MG+FERROUS (SULFATE) 5MG, 一般錠劑膠囊劑 , 20.00 MG",981716
"FERROUS SULFATE 50MG  + LIVER 20MG + VITAMIN B1 1MG + VITAMIN B2 1MG + VITAMINB12 2MCG + VITAMIN C 10MG,一般錠劑膠囊劑",3556
"FERROUS SULFATE 50MG + LIVER EXTRACT 30MG + FOLIC ACID 0.25MG + VITAMIN B1 1MG+ VITAMIN B2 1MG + VITAMIN B12 2MCG + VITAMIN C 20MG,一般錠劑膠囊劑",58211
"FERRIC SODIUM CITRATE , 一般錠劑膠囊劑 , 470.90 MG",714443
"FERROUS SULFATE , 一般錠劑膠囊劑 , 324.00 MG",2234518
"FOLIC ACID , 一般錠劑膠囊劑 , 5.00 MG",10279586
"FOLIC ACID , 一般錠劑膠囊劑 , 10.00 MG",304906
"IRON DEXTRAN COMPLEX , 注射劑 , 100.00 MG",9484
"VITAMIN B12 , 注射劑 , 1000.00 MCG",359
"VITAMIN B12 , 注射劑 , 500.00 MCG",38298
"VITAMIN B12 , 注射劑 , 1000.00 MCG",63431
"VITAMIN B12 , 注射劑 , 2000.00 MCG",384
"VITAMIN B12 , 注射劑 , 2500.00 MCG",770
"VITAMIN B12 , 注射劑 , 5000.00 MCG",24852
"VITAMIN B12 , 注射劑 , 10000.00 MCG",26235
"VITAMIN B12 , 注射劑 , 25000.00 MCG",116
"VITAMIN B1 100MG/ML + VITAMIN B12 1MG/ML, 注射劑, 1.00ML",46
"VITAMIN B1 10MG + VITAMIN B6 20MG + VITAMIN B12  500MCG, 一般錠劑膠囊劑,",760954
"VITAMIN B1 5MG/ML + VITAMIN B6 10MG/ML + VITAMINE B12 100MCG/ML, 注射劑, 10.00ML",9293
"VITAMIN B1 5MG/ML + VITAMIN B6 10MG/ML + VITAMINE B12 100MCG/ML, 注射劑, 20.00ML",28403
"VITAMIN B1 50MG + VITAMIN B6 50MG + VITAMIN B12 500MCG, 一般錠劑膠囊劑,",9556629
"VITAMIN B1 100MG + VITAMIN B6  100MG + VITAMINE B12 1MG, 一般錠劑膠囊劑,",2271423
"VITAMIN B1 50MG/ML + VITAMIN B6 50MG/ML + VITAMINE B12 500MCG/ML, 注射劑, 2.00ML",5676
"VITAMIN B1 5MG/ML + VITAMIN B6 10MG/ML + VITAMIN B12 100MCG/ML + POTASSIUMFERROCYANIDE 20MCG/ML, 注射劑, 10.00ML",49919
"VITAMIN B1 5MG/ML + VITAMIN B6 10MG/ML + VITAMIN B12 100MCG/ML + POTASSIUMFERROCYANIDE 20MCG/ML, 注射劑, 20.00ML",2652
"VITAMIN B1 100MG + VITAMIN B2 10MG + VITAMIN B6 100MG + VITAMIN B12 1MG, 一般錠劑膠囊劑,",6259
"METHIONINE DL- 30MG/ML+THIAMINE (=VITAMIN B1) 1.5MG/ML+RIBOFLAVIN (=VIT B2)0.1MG/ML+NIACINAMIDE (=NICOTINAMIDE) 2MG/ML，注射劑，20ML",147
"VITAMIN B12 (=COBAMAMIDE) , 一般錠劑膠囊劑 , 250.00 MCG",3769271
"VITAMIN B12 (=COBAMAMIDE) , 一般錠劑膠囊劑 , 500.00 MCG",410644
"VITAMIN B12 2.5MG/ML + VITAMIN C 150MG/ML + FOLIC ACID 0.7MCG/ML + NICOTINAMIDE12MCG/ML, 注射劑, 1.00ML",9
"VITAMIN B12  2.5MG/ML + FOLIC ACID 0.7MG/ML + VITAMIN C 150MG/ML + NICOTINAMIDE12MG/ML, 注射劑, 1.00ML",161
"VITAMIN B12  2.5MG/ML + FOLIC ACID 0.7MG/ML + VITAMIN C 150MG/ML + NICOTINAMIDE12MG/ML, 注射劑, 2.50ML",963
"VITAMIN B12 (=CYANOCOBALAMIN) , 一般錠劑膠囊劑 , 30.00 MCG",76978
"VITAMIN B12 (=CYANOCOBALAMIN) , 一般錠劑膠囊劑 , 100.00 MCG",208141
"VITAMIN B12 (=CYANOCOBALAMIN) , 一般錠劑膠囊劑 , 1000.00 MCG",29997
"VITAMIN B12 (=MECOBALAMIN) , 一般錠劑膠囊劑 , 250.00 MCG",4316853
"VITAMIN B12 (=MECOBALAMIN) , 一般錠劑膠囊劑 , 500.00 MCG",16927331
"VITAMINE B12 (=HYDROXOCOBALAMIN) , 一般錠劑膠囊劑 , 500.00 MCG",100683
"ALBUMIN , 注射劑 , 5.00 GM",2
"ALBUMIN , 注射劑 , 10.00 GM",238352
"ALBUMIN , 注射劑 , 12.50 GM",312238
"ALBUMIN , 注射劑 , 20.00 GM",21
"3.0% AMINO ACIDS , 注射劑 , 3.00  %, 300.00 ML",59
"3.0% AMINO ACIDS , 注射劑 , 3.00  %, 500.00 ML",10828
"3.5% AMINO ACIDS , 注射劑 , 3.50  %, 2.00 ML",524
"4.4% AMINO ACIDS , 注射劑 , 4.40  %, 5.00 ML",111
"5.0% AMINO ACIDS , 注射劑 , 5.00  %, 3.00 ML",2009
"5.0% AMINO ACIDS , 注射劑 , 5.00  %, 500.00 ML",121737
"9.0% AMINO ACIDS , 注射劑 , 9.00  %, 20.00 ML",113
"10.0%AMINO ACIDS , 注射劑 , 10.00  %, 200.00 ML",124417
"10.0%AMINO ACIDS , 注射劑 , 10.00  %, 500.00 ML",6350
"6.7% AMINO ACIDS FOR HEPATIC , 注射劑 , 6.70  %, 500.00 ML",37582
"8.0% AMINO ACIDS FOR HEPATIC , 注射劑 , 8.00  %, 100.00 ML",281
"8.0% AMINO ACIDS FOR HEPATIC , 注射劑 , 8.00  %, 200.00 ML",68
"8.0% AMINO ACIDS FOR HEPATIC , 注射劑 , 8.00  %, 250.00 ML",8
"8.0% AMINO ACIDS FOR HEPATIC , 注射劑 , 8.00  %, 500.00 ML",33896
"10.0% AMINO ACIDS FOR HEPATIC , 注射劑 , 10.00  %, 200.00 ML",15867
"6.0% AMINO ACIDS FOR INFANT , 注射劑 , 6.00  %, 100.00 ML",13502
"10.0% AMINO ACIDS FOR INFANT , 注射劑 , 10.00  %, 100.00 ML",8791
"1.1%AMINO ACIDS FOR PERITONEAL DIALYTICS , 透析用製劑 , 1.10  , % , 2000.00 ML",69086
"5.4% AMINO ACIDS FOR RENAL  注射劑 250.00 ML",528
"6.4% AMINO ACIDS FOR RENAL  注射劑 250.00 ML",214
"7.0% AMINO ACIDS FOR RENAL  注射劑 250.00 ML",19161
"7.4% AMINO ACIDS FOR RENAL  注射劑 200.00 ML",23267
"5.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 5.00  %, 3.00 ML",52
"7.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 7.00  %, 1000.00 ML",6593
"7.0% AMINO ACIDS+DEXTROSE SOLUTIONS , 注射劑 , 7.00  %, 1500.00 ML",4588
"2.75% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 2.75  %,1500.00 ML",61
"3.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 3.00  %,500.00 ML",2656
"4% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 4%, 1000.00ML",6129
"5.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 5.00  %,1500.00 ML",792
"5.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 5.00  %,2000.00 ML",139
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,1000.00 ML",10225
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,1500.00 ML",7876
"10.7% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION , 注射劑 , 10.70  %,2000.00 ML",461
"3.0% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR INFUSION , 注射劑 , 3.00  %,1540.00 ML",137
"3.0% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR INFUSION , 注射劑 , 3.00  %,2053.00 ML",717
"2.2% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR PERIPHERAL INFUSION , 注射劑 , 2.20  %, 1440.00 ML",3072
"2.2% AMINO ACIDS+DEXTROSE+FAT EMULSION SOLUTION FOR PERIPHERAL INFUSION , 注射劑 , 2.20  %, 1920.00 ML",542
"3.0% AMINO ACIDS + GLYCEROL + ELECTROLYTE SOLUTIONS , 注射劑 , 3.00 %, 500.00ML&nbsp;",25447
"3.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",1
"3.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",3200
"5.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 5.00  %, 500.00 ML",7
"9.0% AMINO ACIDS+SORBITOL SOLUTIONS , 注射劑 , 9.00  %, 20.00 ML",2
"1.5% AMINO ACIDS+SORBITOL+ELECTROLYTES SOLUTIONS , 注射劑 , 1.50  %, 500.00 ML",582
"3.0% AMINO ACIDS+SORBITOL+ELECTROLYTES SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",6
"3.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",6
"3.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",27476
"12.0% AMINO ACIDS+XYLITOL SOLUTIONS , 注射劑 , 12.00  %, 200.00 ML",2505077
"3.0% AMINO ACIDS+XYLITOL+ELECTROLYTE SOLUTIONS , 注射劑 , 3.00  %, 250.00 ML",491
"3.0% AMINO ACIDS+XYLITOL+ELECTROLYTE SOLUTIONS , 注射劑 , 3.00  %, 500.00 ML",3184
"CALCIUM CHLORIDE , 注射劑 , 1000.00 MG",18256
