藥品分類分組名稱,醫令申報數量
"NOREPINEPHRINE , 注射劑 , 4.00MG",631780
"PROPAFENONE , 一般錠劑膠囊劑 , 150.00 MG",12010813
"PROPAFENONE , 一般錠劑膠囊劑 , 300.00 MG",137546
"QUINIDINE , 一般錠劑膠囊劑 , 200.00 MG",665941
"UBIDECARENONE , 一般錠劑膠囊劑 , 10.00 MG",3980886
"BUNAZOSIN , 緩釋錠劑膠囊劑 , 3.00 MG",681931
"CLONIDINE , 一般錠劑膠囊劑 , 75.00 MCG",3478057
"CLONIDINE , 一般錠劑膠囊劑 , 150.00 MCG",262613
"DOXAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",2684954
"DOXAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",21423386
"DOXAZOSIN , 一般錠劑膠囊劑 , 4.00 MG",1343079
"DOXAZOSIN , 緩釋錠劑膠囊劑 , 4.00 MG",31819994
"HYDRALAZINE , 一般錠劑膠囊劑 , 10.00 MG",5495760
"HYDRALAZINE , 一般錠劑膠囊劑 , 25.00 MG",3413465
"HYDRALAZINE , 一般錠劑膠囊劑 , 50.00 MG",4360764
"HYDRALAZINE , 注射劑 , 10.00 MG",697
"HYDRALAZINE , 注射劑 , 20.00 MG",10427
"METHYLDOPA , 一般錠劑膠囊劑 , 250.00 MG",1283808
"MINOXIDIL , 一般錠劑膠囊劑 , 10.00 MG",762544
"NITROPRUSSIDE , 注射劑 , 50.00 MG",8
"PRAZOSIN , 一般錠劑膠囊劑 , 1.00 MG",521997
"PRAZOSIN , 一般錠劑膠囊劑 , 2.00 MG",68282
"RESERPINE 100MCG + BENZYLHYDROCHLOROTHIAZIDE 4MG, 一般錠劑膠囊劑",1041179
"RESERPINE 100MCG + CLOPAMIDE 5MG + DIHYDROERGOCRISTINE 0.5MG, 一般錠劑膠囊劑",867961
"RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG, 一般錠劑膠囊劑",14533655
"RESERPINE 100MCG + HYDRALAZINE 25MG + HYDROCHLOROTHIAZIDE 15MG, 一般錠劑膠囊劑",186476
"RESERPINE , 一般錠劑膠囊劑 , 250.00 MCG",270
"RESERPINE , 注射劑 , 600.00 MCG",17
"RESERPINE , 注射劑 , 1000.00 MCG",64
"AMILORIDE , 一般錠劑膠囊劑 , 5.00 MG",131
"AMILORIDE 5MG + HYDROCHLOROTHIAZIDE 50MG, 一般錠劑膠囊劑",9045158
"BENZYLHYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 4.00 MG",5588782
"BUMETANIDE , 一般錠劑膠囊劑 , 1.00 MG",5195764
"BUMETANIDE , 注射劑 , .50 MG",36270
"BUMETANIDE , 注射劑 , 2.00 MG",222885
"eplerenone,一般錠劑膠囊劑，50.00MG",18195
"FUROSEMIDE , 一般錠劑膠囊劑 , 40.00 MG",47017666
"FUROSEMIDE , 口服液劑 , 10.00  MG/ML , 120.00 ML",2547
"FUROSEMIDE , 注射劑 , 20.00 MG",3391917
"FUROSEMIDE , 注射劑 , 40.00 MG",4
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 25.00 MG",4744393
"HYDROCHLOROTHIAZIDE , 一般錠劑膠囊劑 , 50.00 MG",1600490
"HYDROCHLOROTHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑",238429
"HYDROCHLOROTHIAZIDE 25MG + TRIAMTERENE 50MG, 一般錠劑膠囊劑",681975
"HYDROFLUMETHIAZIDE 25MG + SPIRONOLACTONE 25MG, 一般錠劑膠囊劑,",12496
"INDAPAMIDE , 一般錠劑膠囊劑 , 1.25 MG",2036004
"INDAPAMIDE , 一般錠劑膠囊劑 , 2.50 MG",6689722
"INDAPAMIDE , 緩釋錠劑膠囊劑 , 1.50 MG",36618664
"METOLAZONE , 一般錠劑膠囊劑 , .50 MG",2008713
"METOLAZONE , 一般錠劑膠囊劑 , 5.00 MG",55835
"SPIRONOLACTONE , 一般錠劑膠囊劑 , 25.00 MG",30878750
"TRICHLORMETHIAZIDE , 一般錠劑膠囊劑 , 2.00 MG",20407389
"BENCYCLANE , 一般錠劑膠囊劑 , 100.00 MG",7
"BUFLOMEDIL , 一般錠劑膠囊劑 , 150.00 MG",998373
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 1500.00 MCG",15766191
"DIHYDROERGOTOXINE , 一般錠劑膠囊劑 , 2000.00 MCG",2195630
"INOSITOL , 一般錠劑膠囊劑 , 200.00 MG",252814
"ISOXSUPRINE , 一般錠劑膠囊劑 , 10.00 MG",297179
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 25.00 , IU",605872
"KALLIDINOGENASE , 一般錠劑膠囊劑 , 50.00 , IU",509768
"NICAMETATE , 一般錠劑膠囊劑 , 50.00 MG",68871951
"NICAMETATE , 注射劑 , 50.00 MG",532
"NICERGOLINE , 一般錠劑膠囊劑 , 5.00 MG",4957371
"NICERGOLINE , 一般錠劑膠囊劑 , 10.00 MG",3352471
"PENTOXIFYLLINE , 一般錠劑膠囊劑 , 100.00 MG",15867290
"PENTOXIFYLLINE , 緩釋錠劑膠囊劑 , 400.00 MG",39030010
"PENTOXIFYLLINE , 注射劑 , 100.00 MG",63451
"PHENOXYBENZAMINE , 一般錠劑膠囊劑 , 10.00 MG",1046604
"XANTHINOL NIACINATE , 一般錠劑膠囊劑 , 150.00 MG",9848
"XANTHINOL NIACINATE , 注射劑 , 300.00 MG",4
"AESCULUS HIPPOCASTANUM L EXTRACT , 一般錠劑膠囊劑 , 20.00 MG",689814
"BENZARONE , 一般錠劑膠囊劑 , 100.00 MG",1144953
"BENZOCAINE 50MG/GM + DIPHENHYDRAMINE 5MG/GM + BISMUTH SUBGALLATE 50MG/GM+ ZINC OXIDE 100MG/GM, 外用軟膏劑, 20.00GM",43885
"BENZOCAINE 100MG + HYDROCORTISONE 5MG + ALLANTOIN 10MG + VITAMIN E 20MG, 栓劑",18711
"CHLORCARVACROL 0.7MG + SODIUM OLETATE 200MG + THESIT(=POLIDOCANOL) 20MG, 外用錠劑,",1047370
"CHLORCARVACROL 1MG/GM + SODIUM OLETATE 100MG/GM + THESIT(=POLIDOCANOL)20MG/GM, 外用軟膏劑, 20.00GM",84585
"COUMARIN 15MG + TROXERUTIN 90MG, 一般錠劑膠囊劑,",1202520
"DIBUCAINE 2.5MG + POLICRESULEN 100MG, 栓劑",1330649
"DIBUCAINE 5MG + HYDROCORTISONE 5MG, 栓劑",1514258
"DIBUCAINE 5MG/GM + HYDROCORTISONE 5MG/GM, 外用軟膏劑, 15.00GM",188317
"ESCIN , 一般錠劑膠囊劑 , 20.00 MG",779120
"ESCIN , 一般錠劑膠囊劑 , 50.00 MG",5625
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 1.00 GM",380282
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 5.00 GM",431
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 20.00 GM",7610
"ESCIN , 外用軟膏劑 , 15.00  MG/GM , 30.00 GM",5533
"ESCIN 3.2MG + VITAMIN B1 500MCG, 一般錠劑膠囊劑,",1062323
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 5.00GM",7901
"HEPARIN 1000IU/GM + HYDROCORTISONE 1MG/GM, 外用軟膏劑, 10.00GM",15697
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 1.00 GM",1981
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 5.00 GM",31174
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 10.00 GM",28901
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 14.00 GM",37643
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 20.00 GM",117768
"HEPARINOID (=SODIUM POLYANHYDROMANNURONIC ACID SUL , 外用軟膏劑 , 250.00  ,IU/GM , 40.00 GM",19968
"heparinoid 10 mg/gm + escin 10mg/gm + diethylamino salicylate 50mg/gm , 外用軟膏劑 , 20.00 GM",3501
"LIDOCAINE 25MG/GM + BETAMETHASONE 0.5MG/GM + PHENYLEPHRINE 1MG/GM, 外用軟膏劑, 10.00GM",113268
"LIDOCAINE 40MG + BETAMETHASONE 0.5MG + PHENYLEPHRINE 2MG, 栓劑",32762
"LIDOCAINE 50MG/GM + HYDROCORTISONE 2.5MG/GM + ZINC OXIDE 180MG/GM +ALUMINUM ACETATE 35MG/GM, 外用軟膏劑, 15.00GM",273641
"LIDOCAINE 60MG + HYDROCORTISONE 5MG + ZINC OXIDE 400MG + ALUMINUM ACETATE50MG, 栓劑",672681
"LIDOCAINE 40MG + CHLORHEXIDINE ACETATE 5MG + PHENYLEPHRINE HCL 2MG+BISMUTHSUBNITRATE 100MG+BENZOCAINE 50MG+GLYCYRRHETIC ACID 20MG,栓劑",81629
"TETRACAINE 5MG/GM + NITROFURANTOIN 2MG/GM + PHENYLEPHRINE 2.5MG/GM, 外用軟膏劑, 28.00GM",3959
"ACEBUTOLOL , 一般錠劑膠囊劑 , 400.00 MG",3525698
"ALPRENOLOL , 一般錠劑膠囊劑 , 50.00 MG",1288688
"ATENOLOL , 一般錠劑膠囊劑 , 50.00 MG",25232131
"ATENOLOL , 一般錠劑膠囊劑 , 100.00 MG",36420075
"ATENOLOL 100MG + CHLORTHALIDONE 25MG, 一般錠劑膠囊劑,",1396752
"BETAXOLOL , 一般錠劑膠囊劑 , 20.00 MG",3858819
"BISOPROLOL , 一般錠劑膠囊劑 , 1.25 MG",21819274
"BISOPROLOL , 一般錠劑膠囊劑 , 2.5MG",558561
"BISOPROLOL , 一般錠劑膠囊劑 , 5.00 MG",128703551
"BISOPROLOL , 一般錠劑膠囊劑 , 10.00 MG",60532
"CARTEOLOL , 一般錠劑膠囊劑 , 5.00 MG",1329811
"CARTEOLOL , 一般錠劑膠囊劑 , 15.00 MG",53571
"CARVEDILOL , 一般錠劑膠囊劑 , 6.25 MG",28194159
"CARVEDILOL , 一般錠劑膠囊劑 , 12.50 MG",450
"CARVEDILOL , 一般錠劑膠囊劑 , 25.00 MG",35085007
"LABETALOL , 一般錠劑膠囊劑 , 100.00 MG",462
"LABETALOL , 一般錠劑膠囊劑 , 200.00 MG",15188987
"LABETALOL , 注射劑 , 25.00 MG",193335
"METOPROLOL , 一般錠劑膠囊劑 , 50.00 MG",56
"METOPROLOL , 一般錠劑膠囊劑 , 100.00 MG",932876
"METOPROLOL , 緩釋錠劑膠囊劑 , 100.00 MG",6750593
"METOPROLOL , 緩釋錠劑膠囊劑 , 25.00 MG",1359214
"PINDOLOL , 一般錠劑膠囊劑 , 5.00 MG",182360
"PROPRANOLOL , 一般錠劑膠囊劑 , 10.00 MG",187067268
"PROPRANOLOL , 一般錠劑膠囊劑 , 20.00 MG",986546
"PROPRANOLOL , 一般錠劑膠囊劑 , 40.00 MG",7327312
"SOTALOL , 一般錠劑膠囊劑 , 160.00 MG",225431
"AMLODIPINE , 一般錠劑膠囊劑 , 5.00 MG",346707973
"AMLODIPINE , 一般錠劑膠囊劑 , 10.00 MG",5168708
"BARNIDIPINE , 緩釋錠劑膠囊劑 , 10.00 MG",307464
"BARNIDIPINE , 緩釋錠劑膠囊劑 , 15.00 MG",768
"BENIDIPINE , 一般錠劑膠囊劑 , 4.00 MG",282
"DILTIAZEM , 一般錠劑膠囊劑 , 30.00 MG",53279126
"DILTIAZEM , 一般錠劑膠囊劑 , 60.00 MG",4510786
"DILTIAZEM , 緩釋錠劑膠囊劑 , 90.00 MG",13635238
"DILTIAZEM , 緩釋錠劑膠囊劑 , 120.00 MG",3372977
"DILTIAZEM , 緩釋錠劑膠囊劑 , 180.00 MG",4446404
"DILTIAZEM , 注射劑 , 50.00 MG",10848
"FELODIPINE , 緩釋錠劑膠囊劑 , 2.50 MG",725281
"FELODIPINE , 緩釋錠劑膠囊劑 , 5.00 MG",41711698
"FELODIPINE , 緩釋錠劑膠囊劑 , 10.00 MG",4119363
"ISRADIPINE , 一般錠劑膠囊劑 , 5.00 MG",316950
"LACIDIPINE , 一般錠劑膠囊劑 , 2.00 MG",72967
"LACIDIPINE , 一般錠劑膠囊劑 , 4.00 MG",18605269
"LACIDIPINE , 一般錠劑膠囊劑 , 6.00 MG",115818
"LERCANIDIPINE , 一般錠劑膠囊劑 , 10.00 MG",34840435
"NICARDIPINE , 一般錠劑膠囊劑 , 20.00 MG",614629
"NICARDIPINE , 注射劑 , 10.00 MG",460271
"NICARDIPINE , 注射劑 , 2.00 MG",502
"NIFEDIPINE , 一般錠劑膠囊劑 , 5.00 MG",4254844
"NIFEDIPINE ,一般錠劑膠囊劑, 10.00 MG",8225888
"NIFEDIPINE , 緩釋錠劑膠囊劑 , 20.00 MG",6107691
"NIFEDIPINE , 緩釋錠劑膠囊劑 , 30.00 MG",57383390
"NIFEDIPINE , 軟膠囊劑(限簽) , 10.00 MG",139749
"NIMODIPINE , 一般錠劑膠囊劑 , 30.00 MG",366323
"NIMODIPINE , 注射劑 , 10.00 MG",25369
"NISOLDIPIN , 一般錠劑膠囊劑 , 5.00 MG",208443
"NISOLDIPIN , 一般錠劑膠囊劑 , 10.00 MG",73492
"NITRENDIPINE , 一般錠劑膠囊劑 , 10.00 MG",1813823
"VERAPAMIL , 一般錠劑膠囊劑 , 40.00 MG",5517312
"VERAPAMIL , 一般錠劑膠囊劑 , 80.00 MG",1950
"VERAPAMIL , 緩釋錠劑膠囊劑 , 120.00 MG",2227980
"VERAPAMIL , 緩釋錠劑膠囊劑 , 240.00 MG",3892618
"VERAPAMIL , 注射劑 , 5.00 MG",12582
"ALISKIREN 150MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",4398212
"ALISKIREN 300MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",1314
"BENAZEPRIL , 一般錠劑膠囊劑 , 5.00 MG",906583
"BENAZEPRIL , 一般錠劑膠囊劑 , 10.00 MG",636
"BENAZEPRIL 10MG + AMLODIPINE 5MG, 一般錠劑膠囊劑",16008359
"CANDESARTAN , 一般錠劑膠囊劑 , 4.00 MG",70
"CANDESARTAN 8MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",25993780
"CANDESARTAN 16MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",1469020
"CAPTOPRIL , 一般錠劑膠囊劑 , 12.50 MG",461783
"CAPTOPRIL , 一般錠劑膠囊劑 , 25.00 MG",9685746
"CAPTOPRIL , 一般錠劑膠囊劑 , 50.00 MG",168487
"CILAZAPRIL , 一般錠劑膠囊劑 , 2.50 MG",21201
"CILAZAPRIL , 一般錠劑膠囊劑 , 5.00 MG",30
"ENALAPRIL , 一般錠劑膠囊劑 , 5.00 MG",4999229
"ENALAPRIL , 一般錠劑膠囊劑 , 10.00 MG",225179
"ENALAPRIL , 一般錠劑膠囊劑 , 20.00 MG",21459699
"ENALAPRIL 5MG +HYDROCHLOROTHIAZIDE 12.5MG,一般錠劑膠囊劑",60
"ENALAPRIL 5mg+FELODIPINE 5mg,緩釋錠劑膠囊劑",217496
"ENALAPRIL 10MG +HYDROCHLOROTHIAZIDE 25MG,一般錠劑膠囊劑",3117635
"FOSINOPRIL , 一般錠劑膠囊劑 , 10.00 MG",5813419
"IMIDAPRIL , 一般錠劑膠囊劑 , 5.00 MG",6116693
"IMIDAPRIL , 一般錠劑膠囊劑 , 10.00 MG",4056044
"IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",37034183
"IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG,一般錠劑膠囊劑",18088871
"LISINOPRIL , 一般錠劑膠囊劑 , 5.00 MG",51739
"LISINOPRIL , 一般錠劑膠囊劑 , 10.00 MG",9772932
"LISINOPRIL , 一般錠劑膠囊劑 , 20.00 MG",1025835
"LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",114883136
"LOSARTAN 100MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",18562324
"OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",22252809
"OLMESARTAN , 一般錠劑膠囊劑 , 40.00 MG",1108
"OLMESARTAN 20MG + AMLODIPINE 5MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",19890864
"PERINDOPRIL , 一般錠劑膠囊劑 , 3.3-3.4MG",16057857
"PERINDOPRIL , 一般錠劑膠囊劑 , 6.6-6.8 MG",281260
"PERINDOPRIL 1.65-1.7MG + INDAPAMIDE 0.625MG, 一般錠劑膠囊劑,",2229228
"PERINDOPRIL 3.3-3.4MG + INDAPAMIDE 1.25MG, 一般錠劑膠囊劑",4132256
"QUINAPRIL , 一般錠劑膠囊劑 , 10.00 MG",1561325
"QUINAPRIL , 一般錠劑膠囊劑 , 20.00 MG",43490
"RAMIPRIL , 一般錠劑膠囊劑 , 2.50 MG",5003441
"RAMIPRIL , 一般錠劑膠囊劑 , 10.00 MG",9948785
"RAMIPRIL 5MG+FELODIPINE 5MG, 緩釋錠劑膠囊劑",422851
"TELMISARTAN 40MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",12569675
"TELMISARTAN 80MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",10011478
"VALSARTAN , 一般錠劑膠囊劑 , 40.00 MG",1485
"VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG, 一般錠劑膠囊劑",86984799
"VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",43976612
"VALSARTAN 320MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",3117
"VALSARTAN 80MG + AMLODIPINE 5MG, 一般錠劑膠囊劑,",47454517
"VALSARTAN 160MG + AMLODIPINE 5MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",2916512
"VALSARTAN 160MG + AMLODIPINE 10MG + HYDROCHLOROTHIAZIDE 0-25MG, 一般錠劑膠囊劑",76432
"ACIPIMOX , 一般錠劑膠囊劑 , 250.00 MG",1031665
"ATORVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",60960551
"ATORVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",18259756
"ATORVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",11976387
"ATORVASTATIN 10 MG + AMLODIPINE 5 MG, 一般錠劑膠囊劑",11088096
"ATORVASTATIN 20 MG + AMLODIPINE 5 MG, 一般錠劑膠囊劑",464
"BEZAFIBRATE , 一般錠劑膠囊劑 , 200.00 MG",4120317
"BEZAFIBRATE , 緩釋錠劑膠囊劑 , 400.00 MG",664988
"CHOLESTYRAMINE , 口服顆粒劑 , 4.00 GM",236614
"CLOFIBRATE , 一般錠劑膠囊劑 , 200.00 MG",2367
"CLOFIBRATE , 一般錠劑膠囊劑 , 250.00 MG",88197
"CLOFIBRATE , 一般錠劑膠囊劑 , 500.00 MG",8583
"ETOFIBRATE , 一般錠劑膠囊劑 , 300.00 MG",7728
"ETOFIBRATE , 一般錠劑膠囊劑 , 500.00 MG",10653
"EZETIMIBE , 一般錠劑膠囊劑 , 10.00 MG",3422409
"FENOFIBRATE , 一般錠劑膠囊劑 , 67.00-100.00 MG",2973487
"FENOFIBRATE , 一般錠劑膠囊劑 , 145.00-200.00 MG",44039720
"FLUVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",262
"FLUVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",1996
"FLUVASTATIN , 緩釋錠劑膠囊劑 , 80.00 MG",17163042
"GEMFIBROZIL , 一般錠劑膠囊劑 , 300.00 MG",15559133
"GEMFIBROZIL , 一般錠劑膠囊劑 , 600.00 MG",5578926
"LOVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",7420560
"NIACIN, 緩釋錠劑膠囊劑 , 500.00 MG",10
"NICOMOL , 一般錠劑膠囊劑 , 200.00 MG",135730
"PITAVASTATIN , 一般錠劑膠囊劑 , 2.00 MG",889535
"PRAVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",61055
"PRAVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",676294
"PRAVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",5496197
"PRAVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",9778232
"PROBUCOL , 一般錠劑膠囊劑 , 250.00 MG",9132
"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",1437152
"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",57045821
"ROSUVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",2556
"SIMVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",2743088
"SIMVASTATIN , 一般錠劑膠囊劑 , 20.00 MG",15815014
"SIMVASTATIN , 一般錠劑膠囊劑 , 40.00 MG",3696636
"SIMVASTATIN , 一般錠劑膠囊劑 , 80.00 MG",34726
"SIMVASTATIN 10 MG + EZETIMIBE 10 MG, 一般錠劑膠囊劑",182395
"SIMVASTATIN 20 MG + EZETIMIBE 10 MG, 一般錠劑膠囊劑",12516924
"AMOROLFINE , 外用軟膏劑 , 5.00  MG/GM , 10.00 GM",2589
"AMOROLFINE HCL 55.74MG/ML 外用液劑 5.0ML",26922
"BETAMETHASONE (DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,1.00GM",310643
"BETAMETHASONE(DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,5.00GM",11958
"BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,10.00GM",24838
"BETAMETHASONE 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 12.00GM",8464
"BETAMETHASONE(DIPROPIONATE)  0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,15.00GM",13197
"BETAMETHASONE (DIPROPIONATE)0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑,20.00GM",1671
"BETAMETHASONE 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 25.00GM",9
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 1.00GM",264266
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 3.00GM",16257
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 5.00GM",261169
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 7.00GM",139636
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 10.00GM",162387
"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM +IODOCHLORHYDROXYQUIN 10MG/GM, 外用軟膏劑, 100.00GM",485
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 1.00 GM",178521
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 5.00 GM",63505
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 6.00 GM",324
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",30540
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 15.00 GM",21988
"BIFONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 20.00 GM",7
"BIFONAZOLE , 外用液劑 , 10.00  MG/ML , 1.00 ML",238255
"BIFONAZOLE , 外用液劑 , 10.00  MG/ML , 20.00 ML",12665
"BIFONAZOLE , 外用液劑 , 10.00  MG/ML , 40.00 ML",4464
"BUTENAFINE , 外用軟膏劑 , 10.00  MG/GM , 1.00 GM",356530
"BUTENAFINE , 外用軟膏劑 , 10.00  MG/GM , 5.00 GM",15168
"BUTENAFINE , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",186822
"BUTENAFINE , 外用軟膏劑 , 10.00  MG/GM , 15.00 GM",61590
"BUTENAFINE , 外用軟膏劑 , 10.00  MG/GM , 100.00 GM",23
"CICLOPIROX ETHANOLAMINE SALT , 外用軟膏劑 , 10.00  MG/GM , 5.00 GM",110
"CICLOPIROX ETHANOLAMINE SALT , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",77931
"CLOTRIMAZOLE , 外用軟膏劑 , 10.00  MG/GM , 5.00 GM",88634
"CLOTRIMAZOLE , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",125063
"CLOTRIMAZOLE , 外用軟膏劑 , 10.00  MG/GM , 20.00 GM",34672
"CLOTRIMAZOLE , 外用液劑 , 10.00  MG/ML , 15.00 ML",856
"CLOTRIMAZOLE , 外用軟膏劑 , 20.00  MG/GM , 1.00 GM",4559
"CLOTRIMAZOLE , 外用軟膏劑 , 20.00  MG/GM , 5.00 GM",2683
"CLOTRIMAZOLE , 外用軟膏劑 , 20.00  MG/GM , 10.00 GM",391
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 1.00GM",157370
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 5.00GM",72357
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 6.00GM",70
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 6.50GM",92
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",34109
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 12.00GM",14173
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 15.00GM",9537
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 16.00GM",146
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 18.00GM",2760
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 20.00GM",5889
"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 450.00GM",4346
"ECONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 1.00 GM",22812
"ECONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 5.00 GM",37662
"ECONAZOLE , 外用軟膏劑 , 10.00  MG/GM , 10.00 GM",12372
"ECONAZOLE , 外用液劑 , 10.00  MG/ML , 5.00 ML",13553
"FENTICONAZOLE , 外用噴霧劑 , 300.00 MG",9098
"FENTICONAZOLE , 外用軟膏劑 , 20.00  MG/GM , 15.00 GM",3869
